baseline,batch_size,graph,algorithm,measurement_idx,insert_time,algorithm_time
run_pcsr,10,twitter-unique-undir,PageRank,3,2.5e-05,8.862512
run_pcsr,10,twitter-unique-undir,PageRank,4,2.8e-05,8.318933
run_pcsr,10,twitter-unique-undir,PageRank,5,2.7e-05,8.270022
run_pcsr,10,twitter-unique-undir,PageRank,6,2.4e-05,8.179338
run_pcsr,10,twitter-unique-undir,PageRank,7,2.2e-05,8.10132
run_pcsr,10,twitter-unique-undir,PageRank,8,2.8e-05,7.967441
run_pcsr,10,twitter-unique-undir,PageRank,9,2.9e-05,7.965512
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,0,1.4e-05,34.208416
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,1,2.6e-05,33.95564
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,2,2.7e-05,33.949054
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,3,4.1e-05,34.054384
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,4,2.8e-05,34.775665
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,5,3.4e-05,34.250491
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,6,2.6e-05,38.09978
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,7,2.7e-05,38.067459
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,8,2.9e-05,37.69408
run_pcsr,10,twitter-unique-undir,wBFS_unweighted,9,2.7e-05,37.918309
run_pcsr,100,cit-Patents,BFS,0,5.9e-05,0.009611
run_pcsr,100,cit-Patents,BFS,1,5.8e-05,0.008719
run_pcsr,100,cit-Patents,BFS,2,5.8e-05,0.008626
run_pcsr,100,cit-Patents,BFS,3,5.8e-05,0.008935
run_pcsr,100,cit-Patents,BFS,4,6.8e-05,0.009765
run_pcsr,100,cit-Patents,BFS,5,5.9e-05,0.008397
run_pcsr,100,cit-Patents,BFS,6,6e-05,0.008308
run_pcsr,100,cit-Patents,BFS,7,6.4e-05,0.008272
run_pcsr,100,cit-Patents,BFS,8,6.3e-05,0.008321
run_pcsr,100,cit-Patents,BFS,9,6.6e-05,0.0083
run_pcsr,100,cit-Patents,LabelPropagation,0,6e-05,0.02663
run_pcsr,100,cit-Patents,LabelPropagation,1,6.7e-05,0.02582
run_pcsr,100,cit-Patents,LabelPropagation,2,6.7e-05,0.023733
run_pcsr,100,cit-Patents,LabelPropagation,3,6.4e-05,0.024512
run_pcsr,100,cit-Patents,LabelPropagation,4,6.7e-05,0.024701
run_pcsr,100,cit-Patents,LabelPropagation,5,6.6e-05,0.024014
run_pcsr,100,cit-Patents,LabelPropagation,6,6.4e-05,0.024496
run_pcsr,100,cit-Patents,LabelPropagation,7,6.8e-05,0.024522
run_pcsr,100,cit-Patents,LabelPropagation,8,6.7e-05,0.023879
run_pcsr,100,cit-Patents,LabelPropagation,9,6.8e-05,0.024495
run_pcsr,100,cit-Patents,PageRank,0,5.8e-05,0.158222
run_pcsr,100,cit-Patents,PageRank,1,7.3e-05,0.157726
run_pcsr,100,cit-Patents,PageRank,2,8.1e-05,0.162744
run_pcsr,100,cit-Patents,PageRank,3,7.6e-05,0.158572
run_pcsr,100,cit-Patents,PageRank,4,7.7e-05,0.1556
run_pcsr,100,cit-Patents,PageRank,5,7.8e-05,0.154847
run_pcsr,100,cit-Patents,PageRank,6,7.7e-05,0.155116
run_pcsr,100,cit-Patents,PageRank,7,7.6e-05,0.155145
run_pcsr,100,cit-Patents,PageRank,8,7.8e-05,0.155303
run_pcsr,100,cit-Patents,PageRank,9,7.6e-05,0.151421
run_pcsr,100,cit-Patents,wBFS_unweighted,0,5.8e-05,5.531386
run_pcsr,100,cit-Patents,wBFS_unweighted,1,6.5e-05,5.53896
run_pcsr,100,cit-Patents,wBFS_unweighted,2,6.4e-05,5.525668
run_pcsr,100,cit-Patents,wBFS_unweighted,3,6.3e-05,5.524146
run_pcsr,100,cit-Patents,wBFS_unweighted,4,6.1e-05,5.541406
run_pcsr,100,cit-Patents,wBFS_unweighted,5,6.3e-05,5.535082
run_pcsr,100,cit-Patents,wBFS_unweighted,6,6.1e-05,5.525938
run_pcsr,100,cit-Patents,wBFS_unweighted,7,6.3e-05,5.532354
run_pcsr,100,cit-Patents,wBFS_unweighted,8,6.5e-05,5.530578
run_pcsr,100,cit-Patents,wBFS_unweighted,9,6.3e-05,5.527787
run_pcsr,100,com-orkut.ungraph,BFS,0,5.5e-05,0.00521
