baseline,batch_size,graph,algorithm,measurement_idx,value1,value2
run_absl_btree_set,10000,twitter-unique-undir,LabelPropagation,9,0.003909,0.848676
run_absl_btree_set,10000,twitter-unique-undir,PageRank,0,0.004287,7.895177
run_absl_btree_set,10000,twitter-unique-undir,PageRank,1,0.00265,7.716926
run_absl_btree_set,10000,twitter-unique-undir,PageRank,2,0.002737,7.258857
run_absl_btree_set,10000,twitter-unique-undir,PageRank,3,0.002675,7.130682
run_absl_btree_set,10000,twitter-unique-undir,PageRank,4,0.002709,7.294271
run_absl_btree_set,10000,twitter-unique-undir,PageRank,5,0.002688,8.611321
run_absl_btree_set,10000,twitter-unique-undir,PageRank,6,0.002631,8.647448
run_absl_btree_set,10000,twitter-unique-undir,PageRank,7,0.002639,8.240825
run_absl_btree_set,10000,twitter-unique-undir,PageRank,8,0.002672,7.051414
run_absl_btree_set,10000,twitter-unique-undir,PageRank,9,0.002726,8.605902
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,0,0.004202,38.95106
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,1,0.003256,38.835846
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,2,0.003428,38.539854
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,3,0.003056,37.657762
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,4,0.002899,36.895626
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,5,0.003011,37.519647
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,6,0.002935,34.994857
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,7,0.002825,34.868243
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,8,0.002788,34.727421
run_absl_btree_set,10000,twitter-unique-undir,wBFS_unweighted,9,0.003002,36.169936
run_absl_btree_set,100000,cit-Patents,BFS,0,0.003807,0.01292
run_absl_btree_set,100000,cit-Patents,BFS,1,0.003835,0.012466
run_absl_btree_set,100000,cit-Patents,BFS,2,0.003885,0.012589
run_absl_btree_set,100000,cit-Patents,BFS,3,0.003985,0.012663
run_absl_btree_set,100000,cit-Patents,BFS,4,0.003949,0.012661
run_absl_btree_set,100000,cit-Patents,BFS,5,0.003979,0.012682
run_absl_btree_set,100000,cit-Patents,BFS,6,0.003997,0.01347
run_absl_btree_set,100000,cit-Patents,BFS,7,0.00408,0.013261
run_absl_btree_set,100000,cit-Patents,BFS,8,0.004066,0.013294
run_absl_btree_set,100000,cit-Patents,BFS,9,0.004185,0.013328
run_absl_btree_set,100000,cit-Patents,LabelPropagation,0,0.003337,0.024
run_absl_btree_set,100000,cit-Patents,LabelPropagation,1,0.00328,0.022851
run_absl_btree_set,100000,cit-Patents,LabelPropagation,2,0.003431,0.023283
run_absl_btree_set,100000,cit-Patents,LabelPropagation,3,0.003532,0.022953
run_absl_btree_set,100000,cit-Patents,LabelPropagation,4,0.003575,0.023431
run_absl_btree_set,100000,cit-Patents,LabelPropagation,5,0.003633,0.022279
run_absl_btree_set,100000,cit-Patents,LabelPropagation,6,0.003687,0.022692
run_absl_btree_set,100000,cit-Patents,LabelPropagation,7,0.003722,0.023201
run_absl_btree_set,100000,cit-Patents,LabelPropagation,8,0.004058,0.023138
run_absl_btree_set,100000,cit-Patents,LabelPropagation,9,0.003829,0.023398
run_absl_btree_set,100000,cit-Patents,PageRank,0,0.003456,0.174834
run_absl_btree_set,100000,cit-Patents,PageRank,1,0.003728,0.17273
run_absl_btree_set,100000,cit-Patents,PageRank,2,0.004417,0.185546
run_absl_btree_set,100000,cit-Patents,PageRank,3,0.004355,0.184265
run_absl_btree_set,100000,cit-Patents,PageRank,4,0.003826,0.186324
run_absl_btree_set,100000,cit-Patents,PageRank,5,0.003719,0.190827
run_absl_btree_set,100000,cit-Patents,PageRank,6,0.00438,0.194409
run_absl_btree_set,100000,cit-Patents,PageRank,7,0.004216,0.185032
run_absl_btree_set,100000,cit-Patents,PageRank,8,0.004108,0.188393
run_absl_btree_set,100000,cit-Patents,PageRank,9,0.004957,0.189497
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,0,0.003787,5.296715
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,1,0.005109,5.263295
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,2,0.004907,5.21694
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,3,0.004142,5.180819
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,4,0.004195,5.19113
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,5,0.004468,5.181623
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,6,0.004781,5.135209
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,7,0.004168,5.139331
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,8,0.004495,5.221173
run_absl_btree_set,100000,cit-Patents,wBFS_unweighted,9,0.005168,5.130219
run_absl_btree_set,100000,com-friendster,BFS,0,0.005928,2.843853
run_absl_btree_set,100000,com-friendster,BFS,1,0.004945,2.197148
run_absl_btree_set,100000,com-friendster,BFS,2,0.004795,2.208767
run_absl_btree_set,100000,com-friendster,BFS,3,0.004725,2.199758
run_absl_btree_set,100000,com-friendster,BFS,4,0.004593,2.202352
run_absl_btree_set,100000,com-friendster,BFS,5,0.004293,2.191476
run_absl_btree_set,100000,com-friendster,BFS,6,0.004705,2.169659
run_absl_btree_set,100000,com-friendster,BFS,7,0.004728,2.169224
run_absl_btree_set,100000,com-friendster,BFS,8,0.004697,2.170637
run_absl_btree_set,100000,com-friendster,BFS,9,0.004746,2.163281
run_absl_btree_set,100000,com-friendster,LabelPropagation,0,0.005217,4.148254
run_absl_btree_set,100000,com-friendster,LabelPropagation,1,0.005491,3.911872
run_absl_btree_set,100000,com-friendster,LabelPropagation,2,0.005788,3.86384
run_absl_btree_set,100000,com-friendster,LabelPropagation,3,0.005858,3.939244
run_absl_btree_set,100000,com-friendster,LabelPropagation,4,0.006397,3.823985
run_absl_btree_set,100000,com-friendster,LabelPropagation,5,0.005852,3.890727
run_absl_btree_set,100000,com-friendster,LabelPropagation,6,0.00612,3.886354
run_absl_btree_set,100000,com-friendster,LabelPropagation,7,0.00667,3.877834
run_absl_btree_set,100000,com-friendster,LabelPropagation,8,0.006684,3.841111
run_absl_btree_set,100000,com-friendster,LabelPropagation,9,0.007507,3.901949
run_absl_btree_set,100000,com-friendster,PageRank,0,0.004825,54.312956
run_absl_btree_set,100000,com-friendster,PageRank,1,0.005682,55.388574
run_absl_btree_set,100000,com-friendster,PageRank,2,0.009538,54.929236
run_absl_btree_set,100000,com-friendster,PageRank,3,0.00568,54.530556
run_absl_btree_set,100000,com-friendster,PageRank,4,0.005048,54.521709
run_absl_btree_set,100000,com-friendster,PageRank,5,0.004882,54.512597
run_absl_btree_set,100000,com-friendster,PageRank,6,0.004699,54.478239
run_absl_btree_set,100000,com-friendster,PageRank,7,0.004662,54.388283
run_absl_btree_set,100000,com-friendster,PageRank,8,0.004737,54.346041
run_absl_btree_set,100000,com-friendster,PageRank,9,0.005395,25.793475
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,0,0.007085,51.792092
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,1,0.010577,50.634809
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,2,0.007738,49.850244
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,3,0.007291,51.415936
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,4,0.005587,60.953168
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,5,0.005224,77.333454
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,6,0.005466,70.23817
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,7,0.00602,81.088867
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,8,0.006023,60.377186
run_absl_btree_set,100000,com-friendster,wBFS_unweighted,9,0.005027,64.799948
run_absl_btree_set,100000,com-orkut.ungraph,BFS,0,0.003212,0.00836
run_absl_btree_set,100000,com-orkut.ungraph,BFS,1,0.003148,0.00638
run_absl_btree_set,100000,com-orkut.ungraph,BFS,2,0.003264,0.006276
run_absl_btree_set,100000,com-orkut.ungraph,BFS,3,0.003256,0.006222
run_absl_btree_set,100000,com-orkut.ungraph,BFS,4,0.003286,0.006192
run_absl_btree_set,100000,com-orkut.ungraph,BFS,5,0.003264,0.006315
run_absl_btree_set,100000,com-orkut.ungraph,BFS,6,0.003263,0.006306
run_absl_btree_set,100000,com-orkut.ungraph,BFS,7,0.003217,0.00645
run_absl_btree_set,100000,com-orkut.ungraph,BFS,8,0.003269,0.006312
run_absl_btree_set,100000,com-orkut.ungraph,BFS,9,0.003329,0.006064
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,0,0.00342,0.042661
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,1,0.004029,0.041871
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,2,0.004143,0.04222
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,3,0.004105,0.042367
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,4,0.004173,0.042016
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,5,0.004258,0.042544
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,6,0.004171,0.043932
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,7,0.005979,0.043224
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,8,0.00435,0.045584
run_absl_btree_set,100000,com-orkut.ungraph,LabelPropagation,9,0.004524,0.042648
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,0,0.003184,0.300965
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,1,0.003595,0.299101
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,2,0.003665,0.299861
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,3,0.003707,0.300648
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,4,0.003719,0.298813
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,5,0.003805,0.300554
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,6,0.003773,0.301724
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,7,0.003922,0.302306
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,8,0.003905,0.302534
run_absl_btree_set,100000,com-orkut.ungraph,PageRank,9,0.004011,0.275228
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,0,0.003488,3.67895
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,1,0.008991,3.68071
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,2,0.004948,3.59968
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,3,0.005193,3.633833
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,4,0.005416,3.642484
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,5,0.005666,3.707072
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,6,0.005565,3.703421
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,7,0.006398,3.772339
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,8,0.006723,3.719512
run_absl_btree_set,100000,com-orkut.ungraph,wBFS_unweighted,9,0.005699,3.686548
run_absl_btree_set,100000,soc-LiveJournal1,BFS,0,0.003622,0.010242
run_absl_btree_set,100000,soc-LiveJournal1,BFS,1,0.003655,0.009674
run_absl_btree_set,100000,soc-LiveJournal1,BFS,2,0.003657,0.009709
run_absl_btree_set,100000,soc-LiveJournal1,BFS,3,0.003663,0.009628
run_absl_btree_set,100000,soc-LiveJournal1,BFS,4,0.00363,0.009677
run_absl_btree_set,100000,soc-LiveJournal1,BFS,5,0.00367,0.00975
run_absl_btree_set,100000,soc-LiveJournal1,BFS,6,0.003631,0.009712
run_absl_btree_set,100000,soc-LiveJournal1,BFS,7,0.00361,0.00982
run_absl_btree_set,100000,soc-LiveJournal1,BFS,8,0.003766,0.010058
run_absl_btree_set,100000,soc-LiveJournal1,BFS,9,0.00376,0.009829
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,0,0.003012,0.028664
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,1,0.003184,0.026886
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,2,0.003359,0.026898
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,3,0.003261,0.027483
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,4,0.003292,0.026852
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,5,0.003281,0.027055
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,6,0.003297,0.027048
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,7,0.003263,0.027308
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,8,0.003534,0.027049
run_absl_btree_set,100000,soc-LiveJournal1,LabelPropagation,9,0.003566,0.027093
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,0,0.003441,0.190079
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,1,0.003605,0.205285
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,2,0.005638,0.227703
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,3,0.00481,0.214172
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,4,0.004188,0.199368
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,5,0.004163,0.19321
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,6,0.004555,0.210084
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,7,0.005043,0.212821
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,8,0.005521,0.214918
run_absl_btree_set,100000,soc-LiveJournal1,PageRank,9,0.004824,0.203314
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,0,0.003666,5.311914
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,1,0.005008,5.340253
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,2,0.005052,5.406169
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,3,0.004617,5.3925
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,4,0.004555,5.370751
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,5,0.004203,5.379851
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,6,0.00422,5.386235
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,7,0.005268,5.302515
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,8,0.004289,5.302105
run_absl_btree_set,100000,soc-LiveJournal1,wBFS_unweighted,9,0.004368,5.258984
run_absl_btree_set,100000,twitter-unique-undir,BFS,0,0.017733,0.164626
run_absl_btree_set,100000,twitter-unique-undir,BFS,1,0.018166,0.105178
run_absl_btree_set,100000,twitter-unique-undir,BFS,2,0.01774,0.101562
run_absl_btree_set,100000,twitter-unique-undir,BFS,3,0.017443,0.102323
run_absl_btree_set,100000,twitter-unique-undir,BFS,4,0.018669,0.1026
run_absl_btree_set,100000,twitter-unique-undir,BFS,5,0.017804,0.100962
run_absl_btree_set,100000,twitter-unique-undir,BFS,6,0.021491,0.101177
run_absl_btree_set,100000,twitter-unique-undir,BFS,7,0.016666,0.102462
run_absl_btree_set,100000,twitter-unique-undir,BFS,8,0.018794,0.10108
run_absl_btree_set,100000,twitter-unique-undir,BFS,9,0.015914,0.101077
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,0,0.012378,0.986156
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,1,0.010058,0.901454
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,2,0.008582,0.902128
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,3,0.008912,0.893773
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,4,0.011847,0.90147
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,5,0.010856,0.876308
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,6,0.012913,0.89088
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,7,0.01134,0.893572
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,8,0.012703,0.872527
run_absl_btree_set,100000,twitter-unique-undir,LabelPropagation,9,0.013035,0.884225
run_absl_btree_set,100000,twitter-unique-undir,PageRank,0,0.011947,7.548777
run_absl_btree_set,100000,twitter-unique-undir,PageRank,1,0.007942,7.435466
run_absl_btree_set,100000,twitter-unique-undir,PageRank,2,0.008339,7.297992
run_absl_btree_set,100000,twitter-unique-undir,PageRank,3,0.007108,7.246919
run_absl_btree_set,100000,twitter-unique-undir,PageRank,4,0.007496,7.256232
run_absl_btree_set,100000,twitter-unique-undir,PageRank,5,0.008407,7.248834
run_absl_btree_set,100000,twitter-unique-undir,PageRank,6,0.008988,8.146299
run_absl_btree_set,100000,twitter-unique-undir,PageRank,7,0.007812,8.966674
run_absl_btree_set,100000,twitter-unique-undir,PageRank,8,0.008195,7.710855
run_absl_btree_set,100000,twitter-unique-undir,PageRank,9,0.008595,9.413154
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,0,0.01191,32.947417
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,1,0.008734,32.778174
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,2,0.006443,32.226475
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,3,0.006466,32.641772
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,4,0.006155,32.520256
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,5,0.0059,32.11732
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,6,0.00636,32.40985
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,7,0.004852,32.163035
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,8,0.00535,32.298848
run_absl_btree_set,100000,twitter-unique-undir,wBFS_unweighted,9,0.005108,31.944951
run_absl_btree_set,1000000,cit-Patents,BFS,0,0.012818,0.012044
run_absl_btree_set,1000000,cit-Patents,BFS,1,0.013311,0.011343
run_absl_btree_set,1000000,cit-Patents,BFS,2,0.015533,0.011405
run_absl_btree_set,1000000,cit-Patents,BFS,3,0.013871,0.010742
run_absl_btree_set,1000000,cit-Patents,BFS,4,0.013577,0.010834
run_absl_btree_set,1000000,cit-Patents,BFS,5,0.013202,0.01196
run_absl_btree_set,1000000,cit-Patents,BFS,6,0.013676,0.011368
run_absl_btree_set,1000000,cit-Patents,BFS,7,0.013529,0.010957
run_absl_btree_set,1000000,cit-Patents,BFS,8,0.01344,0.011155
run_absl_btree_set,1000000,cit-Patents,BFS,9,0.014096,0.01161
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,0,0.017186,0.020619
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,1,0.013545,0.021885
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,2,0.014544,0.02118
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,3,0.014503,0.020889
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,4,0.014773,0.0214
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,5,0.014571,0.021746
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,6,0.017461,0.02592
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,7,0.016131,0.027016
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,8,0.018434,0.031056
run_absl_btree_set,1000000,cit-Patents,LabelPropagation,9,0.021345,0.035878
run_absl_btree_set,1000000,cit-Patents,PageRank,0,0.012761,0.144897
run_absl_btree_set,1000000,cit-Patents,PageRank,1,0.014447,0.152696
run_absl_btree_set,1000000,cit-Patents,PageRank,2,0.014037,0.159114
run_absl_btree_set,1000000,cit-Patents,PageRank,3,0.01685,0.162744
run_absl_btree_set,1000000,cit-Patents,PageRank,4,0.014703,0.163735
run_absl_btree_set,1000000,cit-Patents,PageRank,5,0.015424,0.17248
run_absl_btree_set,1000000,cit-Patents,PageRank,6,0.015619,0.178933
run_absl_btree_set,1000000,cit-Patents,PageRank,7,0.0158,0.183055
run_absl_btree_set,1000000,cit-Patents,PageRank,8,0.01521,0.190469
run_absl_btree_set,1000000,cit-Patents,PageRank,9,0.015458,0.182994
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,0,0.012541,5.468975
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,1,0.013497,5.483832
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,2,0.014679,5.407609
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,3,0.015199,5.307265
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,4,0.015101,5.221821
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,5,0.01446,5.172339
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,6,0.013927,5.155737
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,7,0.013737,5.139518
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,8,0.014924,5.083451
run_absl_btree_set,1000000,cit-Patents,wBFS_unweighted,9,0.015372,5.089454
run_absl_btree_set,1000000,com-friendster,BFS,0,0.023332,3.011408
run_absl_btree_set,1000000,com-friendster,BFS,1,0.029232,2.94097
run_absl_btree_set,1000000,com-friendster,BFS,2,0.027831,2.921083
run_absl_btree_set,1000000,com-friendster,BFS,3,0.030857,2.911877
run_absl_btree_set,1000000,com-friendster,BFS,4,0.027828,2.870943
run_absl_btree_set,1000000,com-friendster,BFS,5,0.027564,2.869315
run_absl_btree_set,1000000,com-friendster,BFS,6,0.028591,2.853038
run_absl_btree_set,1000000,com-friendster,BFS,7,0.026909,2.837781
run_absl_btree_set,1000000,com-friendster,BFS,8,0.028936,2.834174
run_absl_btree_set,1000000,com-friendster,BFS,9,0.030515,2.863037
run_absl_btree_set,1000000,com-friendster,LabelPropagation,0,0.023482,4.326809
run_absl_btree_set,1000000,com-friendster,LabelPropagation,1,0.026694,4.086306
run_absl_btree_set,1000000,com-friendster,LabelPropagation,2,0.026077,4.156151
run_absl_btree_set,1000000,com-friendster,LabelPropagation,3,0.025646,4.173298
run_absl_btree_set,1000000,com-friendster,LabelPropagation,4,0.026786,4.18115
run_absl_btree_set,1000000,com-friendster,LabelPropagation,5,0.025886,4.162587
run_absl_btree_set,1000000,com-friendster,LabelPropagation,6,0.025033,4.127958
run_absl_btree_set,1000000,com-friendster,LabelPropagation,7,0.025555,4.059392
run_absl_btree_set,1000000,com-friendster,LabelPropagation,8,0.025463,4.122965
run_absl_btree_set,1000000,com-friendster,LabelPropagation,9,0.029544,4.195
run_absl_btree_set,1000000,com-friendster,PageRank,0,0.023377,69.911131
run_absl_btree_set,1000000,com-friendster,PageRank,1,0.02695,111.66485
run_absl_btree_set,1000000,com-friendster,PageRank,2,0.027231,129.119077
run_absl_btree_set,1000000,com-friendster,PageRank,3,0.026936,137.907256
run_absl_btree_set,1000000,com-friendster,PageRank,4,0.025369,130.089821
run_absl_btree_set,1000000,com-friendster,PageRank,5,0.024995,130.838256
run_absl_btree_set,1000000,com-friendster,PageRank,6,0.024085,144.163809
run_absl_btree_set,1000000,com-friendster,PageRank,7,0.028837,142.844905
run_absl_btree_set,1000000,com-friendster,PageRank,8,0.026357,146.294368
run_absl_btree_set,1000000,com-friendster,PageRank,9,0.02882,76.838022
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,0,0.025071,51.824727
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,1,0.025687,51.688899
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,2,0.058186,60.157154
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,3,0.04087,57.70595
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,4,0.035648,62.98607
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,5,0.025943,66.417879
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,6,0.024702,52.018875
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,7,0.028654,56.426558
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,8,0.029136,59.393912
run_absl_btree_set,1000000,com-friendster,wBFS_unweighted,9,0.027115,51.911888
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,0,0.008091,0.007666
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,1,0.008044,0.006983
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,2,0.009896,0.007107
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,3,0.008147,0.00688
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,4,0.008329,0.007361
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,5,0.008509,0.007121
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,6,0.008736,0.00702
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,7,0.008413,0.006918
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,8,0.008194,0.007033
run_absl_btree_set,1000000,com-orkut.ungraph,BFS,9,0.008057,0.006888
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,0,0.007766,0.044461
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,1,0.008234,0.043707
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,2,0.008184,0.043981
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,3,0.008419,0.044089
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,4,0.008353,0.043976
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,5,0.008462,0.044031
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,6,0.008114,0.044742
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,7,0.008268,0.044734
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,8,0.008283,0.045059
run_absl_btree_set,1000000,com-orkut.ungraph,LabelPropagation,9,0.008547,0.045995
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,0,0.007717,0.302221
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,1,0.008206,0.296942
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,2,0.008152,0.298736
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,3,0.00803,0.301055
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,4,0.008336,0.315782
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,5,0.008147,0.312842
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,6,0.008084,0.312816
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,7,0.008208,0.319126
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,8,0.008386,0.32001
run_absl_btree_set,1000000,com-orkut.ungraph,PageRank,9,0.00868,0.32096
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,0,0.007948,3.648839
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,1,0.009356,3.598044
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,2,0.011925,3.57742
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,3,0.010165,3.745705
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,4,0.010571,3.636551
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,5,0.011106,3.659912
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,6,0.010878,3.67111
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,7,0.011506,3.866034
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,8,0.01257,3.798957
run_absl_btree_set,1000000,com-orkut.ungraph,wBFS_unweighted,9,0.014556,3.683378
