baseline,graph,batch_size,measurement_idx,insert_time_PageRank,algorithm_time_PageRank,insert_time_LabelPropagation,algorithm_time_LabelPropagation,insert_time_wBFS_unweighted,algorithm_time_wBFS_unweighted,insert_time_BFS,algorithm_time_BFS
run_dhb,cit-Patents,100000,1,0.004696,0.192472,0.004916,0.026423,0.005117,4.615817,0.006155,0.017555
run_dhb,cit-Patents,100000,2,0.004717,0.192987,0.004783,0.025782,0.004833,4.641104,0.00498,0.017137
run_dhb,cit-Patents,100000,3,0.004933,0.192874,0.004946,0.026177,0.004697,4.619431,0.005104,0.016618
run_dhb,cit-Patents,100000,4,0.004894,0.194553,0.005514,0.025893,0.005123,4.627561,0.005043,0.016152
run_dhb,cit-Patents,100000,5,0.004635,0.198209,0.004911,0.026031,0.004846,4.654012,0.004963,0.016248
run_dhb,cit-Patents,100000,6,0.004668,0.198022,0.004723,0.02617,0.005057,4.622659,0.004954,0.016479
run_dhb,cit-Patents,100000,7,0.004592,0.201042,0.004794,0.025778,0.004938,4.609521,0.004937,0.016515
run_dhb,cit-Patents,100000,8,0.004793,0.19424,0.006662,0.026099,0.004835,4.61133,0.004894,0.016262
run_dhb,cit-Patents,100000,9,0.004741,0.188795,0.004742,0.027184,0.005121,4.638318,0.006845,0.016589
run_dhb,soc-LiveJournal1,100000,0,0.007318,0.429304,0.007161,0.047505,0.007783,4.770178,0.006668,0.016136
run_dhb,soc-LiveJournal1,100000,1,0.003794,0.426317,0.003749,0.046671,0.004311,4.70017,0.003526,0.014559
run_dhb,soc-LiveJournal1,100000,2,0.003726,0.430335,0.003534,0.044639,0.004986,4.731454,0.003312,0.015372
run_dhb,soc-LiveJournal1,100000,3,0.003227,0.43173,0.003389,0.044346,0.00752,4.753882,0.003183,0.01401
run_dhb,soc-LiveJournal1,100000,4,0.003487,0.435217,0.003361,0.045984,0.006686,4.757388,0.003049,0.014009
run_dhb,soc-LiveJournal1,100000,5,0.003538,0.433455,0.003463,0.044244,0.006477,4.735442,0.003071,0.014105
run_dhb,soc-LiveJournal1,100000,6,0.003458,0.42317,0.003527,0.045448,0.0053,4.712288,0.003082,0.013871
run_dhb,soc-LiveJournal1,100000,7,0.003799,0.411824,0.003644,0.044045,0.006105,4.717969,0.003072,0.014021
run_dhb,soc-LiveJournal1,100000,8,0.003327,0.412313,0.003463,0.045706,0.006996,4.852595,0.003037,0.014141
run_dhb,soc-LiveJournal1,100000,9,0.003519,0.416516,0.003356,0.044588,0.008512,4.723116,0.003192,0.015559
run_dhb,twitter-unique-undir,100000,0,0.008684,10.739101,0.010457,1.216185,0.008309,28.330188,0.010412,0.181104
run_dhb,twitter-unique-undir,100000,1,0.004819,10.695061,0.006579,1.046538,0.004919,28.035212,0.007192,0.108242
run_dhb,twitter-unique-undir,100000,2,0.004718,10.446542,0.005616,1.026629,0.00653,27.238022,0.006448,0.107237
run_dhb,twitter-unique-undir,100000,3,0.005097,10.103639,0.006656,0.999467,0.010233,27.135663,0.006816,0.106099
run_dhb,twitter-unique-undir,100000,4,0.006048,9.528861,0.005865,1.008216,0.010799,26.761001,0.005995,0.107066
run_dhb,twitter-unique-undir,100000,5,0.006028,9.146432,0.00576,0.997986,0.010635,26.913282,0.006373,0.107937
run_dhb,twitter-unique-undir,100000,6,0.007703,8.869062,0.005869,0.999932,0.009399,26.845167,0.006095,0.106656
run_dhb,twitter-unique-undir,100000,7,0.007554,8.897958,0.005778,0.985605,0.008209,26.751791,0.005736,0.106777
run_dhb,twitter-unique-undir,100000,8,0.009219,12.73756,0.006684,1.000866,0.007914,26.838533,0.005726,0.109525
run_dhb,twitter-unique-undir,100000,9,0.011065,14.321762,0.007027,0.988796,0.009216,26.706291,0.005475,0.110576
run_dhb,com-friendster,100000,0,0.008824,54.680064,0.008798,3.826128,0.008728,49.636088,0.012507,3.158774
run_dhb,com-friendster,100000,1,0.008247,53.253436,0.006428,3.300346,0.009576,49.304936,0.008272,1.983458
run_dhb,com-friendster,100000,2,0.007207,52.738731,0.005748,3.33365,0.007883,52.238237,0.006757,1.972022
run_dhb,com-friendster,100000,3,0.006428,57.933098,0.005211,3.303586,0.007129,65.960499,0.00688,1.979909
run_dhb,com-friendster,100000,4,0.007017,50.908405,0.005106,3.334096,0.006512,58.392264,0.006685,1.986494
run_dhb,com-friendster,100000,5,0.00659,60.695962,0.004938,3.273869,0.00693,59.120445,0.006331,1.972005
run_dhb,com-friendster,100000,6,0.006529,50.641915,0.005386,3.278084,0.011653,62.041427,0.007088,1.982746
run_dhb,com-friendster,100000,7,0.006431,51.784633,0.005179,3.321054,0.008935,61.425439,0.008261,1.962818
run_dhb,com-friendster,100000,8,0.00651,53.137755,0.004748,3.276295,0.008263,51.330696,0.008938,2.004874
run_dhb,com-friendster,100000,9,0.006415,26.059785,0.00467,3.303376,0.008907,60.388999,0.007703,1.95956
run_dhb,com-orkut.ungraph,1000000,0,0.014323,0.709684,0.014476,0.076749,0.015091,3.071795,0.013873,0.009068
run_dhb,com-orkut.ungraph,1000000,1,0.010349,0.707899,0.009802,0.076875,0.011291,3.084564,0.009806,0.008622
run_dhb,com-orkut.ungraph,1000000,2,0.00978,0.706971,0.009385,0.076977,0.0134,3.124458,0.0096,0.008724
run_dhb,com-orkut.ungraph,1000000,3,0.009725,0.707897,0.00958,0.077248,0.015247,3.085711,0.009493,0.008648
run_dhb,com-orkut.ungraph,1000000,4,0.009751,0.707029,0.009409,0.077099,0.013621,3.063681,0.00939,0.008556
run_dhb,com-orkut.ungraph,1000000,5,0.009893,0.705337,0.009341,0.077088,0.013869,3.064037,0.009542,0.00844
run_dhb,com-orkut.ungraph,1000000,6,0.010045,0.706845,0.009603,0.077211,0.015649,3.066217,0.009441,0.008279
run_dhb,com-orkut.ungraph,1000000,7,0.009937,0.705901,0.009451,0.077637,0.01482,3.066391,0.009497,0.008476
run_dhb,com-orkut.ungraph,1000000,8,0.010547,0.705149,0.009628,0.077171,0.014737,3.097945,0.009267,0.008456
run_dhb,com-orkut.ungraph,1000000,9,0.010099,0.686473,0.009787,0.07807,0.016016,3.094321,0.009491,0.010169
run_dhb,cit-Patents,1000000,0,0.036198,0.161211,0.026022,0.026228,0.025397,4.92717,0.025777,0.02093
run_dhb,cit-Patents,1000000,1,0.036493,0.168081,0.025134,0.025564,0.025328,4.849766,0.024607,0.020382
run_dhb,cit-Patents,1000000,2,0.036535,0.171895,0.02528,0.026188,0.024972,4.832139,0.024948,0.019734
run_dhb,cit-Patents,1000000,3,0.036339,0.170378,0.025592,0.025444,0.026603,4.743744,0.025303,0.018182
run_dhb,cit-Patents,1000000,4,0.036804,0.174014,0.026626,0.025493,0.028407,4.697607,0.02587,0.017544
run_dhb,cit-Patents,1000000,5,0.036418,0.178528,0.025299,0.026212,0.027748,4.697954,0.024604,0.017119
run_dhb,cit-Patents,1000000,6,0.035985,0.179973,0.025321,0.025853,0.027416,4.610428,0.025363,0.016373
run_dhb,cit-Patents,1000000,7,0.03594,0.179229,0.024586,0.025119,0.027178,4.582492,0.025567,0.016186
run_dhb,cit-Patents,1000000,8,0.036858,0.179576,0.025159,0.028153,0.026481,4.534617,0.025332,0.015909
run_dhb,cit-Patents,1000000,9,0.036855,0.176861,0.025204,0.026126,0.026644,4.503205,0.025259,0.015592
run_dhb,soc-LiveJournal1,1000000,0,0.014756,0.34671,0.01355,0.039002,0.014099,4.641585,0.012917,0.013186
run_dhb,soc-LiveJournal1,1000000,1,0.01319,0.344482,0.011909,0.039282,0.012765,4.664131,0.01134,0.012844
run_dhb,soc-LiveJournal1,1000000,2,0.012876,0.341097,0.011772,0.03896,0.013944,4.681039,0.011082,0.012742
run_dhb,soc-LiveJournal1,1000000,3,0.012631,0.342148,0.01176,0.039035,0.013833,4.699058,0.010821,0.01269
run_dhb,soc-LiveJournal1,1000000,4,0.012915,0.34422,0.011732,0.038968,0.014308,4.701313,0.010966,0.012415
run_dhb,soc-LiveJournal1,1000000,5,0.01277,0.344386,0.011393,0.039272,0.014277,4.705125,0.011006,0.012324
run_dhb,soc-LiveJournal1,1000000,6,0.013022,0.340367,0.0116,0.038859,0.014609,4.661662,0.010969,0.01247
run_dhb,soc-LiveJournal1,1000000,7,0.012423,0.342751,0.011442,0.038934,0.014269,4.702962,0.012751,0.012442
run_dhb,soc-LiveJournal1,1000000,8,0.012678,0.341664,0.01168,0.038768,0.014116,4.761355,0.011007,0.012116
run_dhb,soc-LiveJournal1,1000000,9,0.012829,0.343111,0.011832,0.0391,0.01589,4.779193,0.010939,0.011953
run_dhb,twitter-unique-undir,1000000,0,0.025273,7.933735,0.028214,1.113206,0.028205,30.351137,0.030094,0.133319
run_dhb,twitter-unique-undir,1000000,1,0.019145,7.775322,0.033399,1.034474,0.022393,30.226761,0.022294,0.108136
run_dhb,twitter-unique-undir,1000000,2,0.024036,7.823142,0.02098,1.029975,0.018737,29.846789,0.020986,0.110571
run_dhb,twitter-unique-undir,1000000,3,0.038187,7.803151,0.020503,1.0188,0.034607,29.557063,0.02218,0.109911
run_dhb,twitter-unique-undir,1000000,4,0.041273,7.845336,0.029944,1.00061,0.048431,28.960527,0.021985,0.110773
run_dhb,twitter-unique-undir,1000000,5,0.042431,7.862977,0.025341,1.000089,0.042202,28.716559,0.021306,0.106916
run_dhb,twitter-unique-undir,1000000,6,0.044909,7.940881,0.052017,0.988468,0.04319,28.768111,0.022188,0.108042
run_dhb,twitter-unique-undir,1000000,7,0.044854,7.788833,0.025028,0.986628,0.03377,28.916012,0.020332,0.108062
run_dhb,twitter-unique-undir,1000000,8,0.069609,8.604217,0.044505,0.989827,0.056303,29.393314,0.024093,0.109843
run_dhb,twitter-unique-undir,1000000,9,0.062322,8.267289,0.039196,0.975527,0.045071,29.322003,0.024427,0.108583
run_dhb,com-friendster,1000000,0,0.017891,66.852636,0.054045,6.543555,0.02121,46.184219,0.018067,2.176728
run_dhb,com-friendster,1000000,1,0.027031,73.109025,0.035921,3.359298,0.022828,45.673321,0.013453,1.937418
run_dhb,com-friendster,1000000,2,0.026003,84.336359,0.037468,3.33438,0.022656,46.075127,0.012322,1.926838
run_dhb,com-friendster,1000000,3,0.027462,95.657368,0.043051,3.305815,0.022813,50.324547,0.012777,1.924268
run_dhb,com-friendster,1000000,4,0.041874,92.935027,0.043646,3.271401,0.038371,51.238686,0.012572,1.933029
run_dhb,com-friendster,1000000,5,0.038313,97.403505,0.045965,3.307155,0.032856,50.694943,0.014094,1.918211
run_dhb,com-friendster,1000000,6,0.033895,82.090216,0.048619,3.317652,0.029403,55.374924,0.013546,1.912628
run_dhb,com-friendster,1000000,7,0.032886,81.23996,0.050109,3.275114,0.043981,53.026561,0.014102,1.917195
run_dhb,com-friendster,1000000,8,0.0305,101.08814,0.056766,3.208816,0.031142,54.177326,0.014388,1.927792
run_dhb,com-friendster,1000000,9,0.031961,51.544467,0.057027,3.199491,0.042311,57.607682,0.014941,1.936493
run_ppcsr,com-orkut.ungraph,1,0,4e-06,0.300595,3.6e-05,0.051024,3e-06,3.544703,3e-06,0.008693
run_ppcsr,com-orkut.ungraph,1,1,2e-06,0.313375,2e-06,0.050143,2e-06,3.532941,2e-06,0.007091
run_ppcsr,com-orkut.ungraph,1,2,1.223825,0.569506,1.206774,0.058174,1.72714,3.622157,1.41189,0.008998
run_ppcsr,com-orkut.ungraph,1,3,3e-06,0.51779,3e-06,0.057102,7e-06,7.092018,3e-06,0.008889
run_ppcsr,com-orkut.ungraph,1,4,6e-06,0.52426,3e-06,0.056234,7e-06,5.58842,3e-06,0.008736
run_ppcsr,com-orkut.ungraph,1,5,4e-06,0.491812,3e-06,0.057959,3e-06,4.584316,2e-06,0.008691
run_ppcsr,com-orkut.ungraph,1,6,8e-06,0.483721,3e-06,0.056639,6e-06,3.581151,3e-06,0.00871
run_ppcsr,com-orkut.ungraph,1,7,7e-06,0.476724,2e-06,0.057114,7e-06,3.682916,2e-06,0.00874
run_ppcsr,com-orkut.ungraph,1,8,5e-06,0.497434,2e-06,0.05764,7e-06,3.599334,2e-06,0.008762
run_ppcsr,com-orkut.ungraph,1,9,1e-05,0.489084,3e-06,0.057575,6e-06,3.617435,2e-06,0.008669
run_ppcsr,cit-Patents,1,0,2e-06,0.250345,1e-06,0.038489,1e-06,5.528867,1e-06,0.019156
run_ppcsr,cit-Patents,1,1,3e-06,0.235306,2e-06,0.036629,2e-06,5.436385,2e-06,0.018052
run_ppcsr,cit-Patents,1,2,2e-06,0.255374,2e-06,0.036725,2e-06,5.459594,2e-06,0.017863
run_ppcsr,cit-Patents,1,3,2e-06,0.252698,2e-06,0.036776,2e-06,5.558961,2e-06,0.017852
run_ppcsr,cit-Patents,1,4,3e-06,0.24158,3e-06,0.036892,1e-05,5.598345,3e-06,0.018224
run_ppcsr,cit-Patents,1,5,2e-06,0.254438,2e-06,0.037943,1e-05,5.536239,2e-06,0.018634
run_ppcsr,cit-Patents,1,6,3e-06,0.237463,2e-06,0.03688,1e-05,5.597898,2e-06,0.019692
run_ppcsr,cit-Patents,1,7,4e-06,0.224879,2e-06,0.036492,1.2e-05,5.859098,3e-06,0.018807
run_ppcsr,cit-Patents,1,8,3e-06,0.245327,2e-06,0.036324,7e-06,5.424052,3e-06,0.018167
run_ppcsr,cit-Patents,1,9,9e-06,0.240581,3e-06,0.036568,1e-05,5.40707,3e-06,0.018209
run_ppcsr,soc-LiveJournal1,1,0,1e-06,0.323955,1e-06,0.040601,1e-06,5.299093,1e-06,0.01658
run_ppcsr,soc-LiveJournal1,1,1,2e-06,0.319769,2e-06,0.040209,3e-06,7.341158,2e-06,0.015962
run_ppcsr,soc-LiveJournal1,1,2,3e-06,0.324715,3e-06,0.040093,5e-06,5.796643,3e-06,0.015829
run_ppcsr,soc-LiveJournal1,1,3,3e-06,0.316877,3e-06,0.039622,5e-06,5.254375,3e-06,0.015591
run_ppcsr,soc-LiveJournal1,1,4,4e-06,0.303275,3e-06,0.040029,6e-06,5.240306,3e-06,0.015631
run_ppcsr,soc-LiveJournal1,1,5,4e-06,0.303458,2e-06,0.039462,4e-06,5.249648,2e-06,0.015562
run_ppcsr,soc-LiveJournal1,1,6,3e-06,0.304787,3e-06,0.040467,5e-06,5.195756,3e-06,0.015501
run_ppcsr,soc-LiveJournal1,1,7,1e-05,0.306329,2e-06,0.04015,5e-06,5.317208,3e-06,0.015472
run_ppcsr,soc-LiveJournal1,1,8,1e-05,0.305609,2e-06,0.039908,5e-06,5.410043,3e-06,0.015526
run_ppcsr,soc-LiveJournal1,1,9,3e-06,0.299025,2e-06,0.040131,5e-06,5.256311,2e-06,0.015647
run_ppcsr,twitter-unique-undir,1,0,1e-06,13.260626,1e-06,1.135442,1e-06,30.330847,1e-06,0.104703
run_ppcsr,twitter-unique-undir,1,1,4e-06,12.882818,3e-06,1.132491,4e-06,31.468562,4e-06,0.103724
run_ppcsr,twitter-unique-undir,1,2,5e-06,12.54975,3e-06,1.134234,4e-06,31.974449,3e-06,0.105145
run_ppcsr,twitter-unique-undir,1,3,4e-06,12.134639,3e-06,1.150595,3e-06,32.47435,3e-06,0.10461
run_ppcsr,twitter-unique-undir,1,4,4e-06,12.027136,3e-06,1.139408,3e-06,31.806611,3e-06,0.104562
run_ppcsr,twitter-unique-undir,1,5,5e-06,13.610473,3e-06,1.15611,7e-06,29.631386,3e-06,0.106798
run_ppcsr,twitter-unique-undir,1,6,6e-06,12.107082,3e-06,1.139765,3e-06,29.650283,3e-06,0.104273
run_ppcsr,twitter-unique-undir,1,7,7e-06,11.53639,3e-06,1.141221,6e-06,29.28202,3e-06,0.103865
run_ppcsr,twitter-unique-undir,1,8,7e-06,11.483479,4e-06,1.133107,7e-06,33.166516,5e-06,0.104403
run_ppcsr,twitter-unique-undir,1,9,6e-06,11.466509,3e-06,1.131141,6e-06,31.141495,4e-06,0.103666
run_ppcsr,com-orkut.ungraph,10,0,2.357535,0.463829,2.414909,0.064186,2.377974,3.633303,2.52566,0.008424
run_ppcsr,com-orkut.ungraph,10,1,1.1e-05,0.500708,1.1e-05,0.062808,1.2e-05,3.589778,9e-06,0.007311
run_ppcsr,com-orkut.ungraph,10,2,1e-05,0.494094,1e-05,0.062938,1.5e-05,3.545449,8e-06,0.007153
run_ppcsr,com-orkut.ungraph,10,3,1.1e-05,0.496555,1e-05,0.063389,1.3e-05,3.583807,8e-06,0.007093
run_ppcsr,com-orkut.ungraph,10,4,1.1e-05,0.528913,1e-05,0.061855,1.2e-05,4.580209,7e-06,0.007527
run_ppcsr,com-orkut.ungraph,10,5,1e-05,0.49682,1.2e-05,0.063069,2.1e-05,3.927536,9e-06,0.006995
run_ppcsr,com-orkut.ungraph,10,6,1.4e-05,0.515744,1.1e-05,0.062108,2.6e-05,5.557031,8e-06,0.007089
run_ppcsr,com-orkut.ungraph,10,7,1e-05,0.530561,1e-05,0.062725,2.2e-05,3.529813,8e-06,0.00701
run_ppcsr,com-orkut.ungraph,10,8,1e-05,0.518738,1e-05,0.063504,3.5e-05,3.543985,9e-06,0.007018
run_ppcsr,com-orkut.ungraph,10,9,1.2e-05,0.493776,1e-05,0.062678,3.7e-05,7.107089,8e-06,0.00697
run_ppcsr,cit-Patents,10,0,7e-06,0.31821,7e-06,0.052198,7e-06,5.290445,8e-06,0.01928
run_ppcsr,cit-Patents,10,1,1.6e-05,0.29591,1e-05,0.054636,1.1e-05,5.293795,1.1e-05,0.018056
run_ppcsr,cit-Patents,10,2,1e-05,0.301679,1e-05,0.053283,1.8e-05,5.17269,9e-06,0.018004
run_ppcsr,cit-Patents,10,3,1.1e-05,0.304485,1.1e-05,0.054222,2.2e-05,5.290188,1e-05,0.018017
run_ppcsr,cit-Patents,10,4,1e-05,0.310842,1e-05,0.053541,1.4e-05,5.125379,9e-06,0.018068
run_ppcsr,cit-Patents,10,5,1.1e-05,0.321813,1e-05,0.054566,1.8e-05,5.328355,1e-05,0.018164
run_ppcsr,cit-Patents,10,6,1e-05,0.313673,1.1e-05,0.053413,2.2e-05,5.049149,9e-06,0.018072
run_ppcsr,cit-Patents,10,7,1e-05,0.313519,1e-05,0.052826,2.3e-05,5.25572,9e-06,0.018058
run_ppcsr,cit-Patents,10,8,1e-05,0.315199,1e-05,0.053047,2.9e-05,5.081372,9e-06,0.018106
run_ppcsr,cit-Patents,10,9,1.1e-05,0.317928,1e-05,0.052184,3e-05,5.190225,1e-05,0.018049
run_ppcsr,soc-LiveJournal1,10,0,8e-06,0.242263,9e-06,0.037319,9e-06,5.103981,8e-06,0.020513
run_ppcsr,soc-LiveJournal1,10,1,1e-05,0.256158,1.1e-05,0.036886,1.1e-05,4.968582,1e-05,0.015668
run_ppcsr,soc-LiveJournal1,10,2,1.1e-05,0.257253,1.2e-05,0.039248,1.1e-05,4.99936,1e-05,0.015901
run_ppcsr,soc-LiveJournal1,10,3,1e-05,0.255016,1.1e-05,0.040555,2.1e-05,5.028972,9e-06,0.015603
run_ppcsr,soc-LiveJournal1,10,4,1.1e-05,0.262583,1.4e-05,0.039735,2.2e-05,4.962688,8e-06,0.014422
run_ppcsr,soc-LiveJournal1,10,5,1.3e-05,0.254686,1.3e-05,0.038246,3.9e-05,5.230003,8e-06,0.015469
run_ppcsr,soc-LiveJournal1,10,6,1.2e-05,0.25271,1.3e-05,0.038044,2.3e-05,4.995607,9e-06,0.015343
run_ppcsr,soc-LiveJournal1,10,7,1e-05,0.261084,1.3e-05,0.039369,2.5e-05,5.103777,9e-06,0.013917
run_ppcsr,soc-LiveJournal1,10,8,1.4e-05,0.262446,1.5e-05,0.037864,2.5e-05,5.020774,8e-06,0.013943
run_ppcsr,soc-LiveJournal1,10,9,4.4e-05,0.249853,1.7e-05,0.040903,2.6e-05,4.980123,1.1e-05,0.015026
run_ppcsr,twitter-unique-undir,10,0,7e-06,12.545144,8e-06,0.989966,7e-06,26.496659,9e-06,0.102048
run_ppcsr,twitter-unique-undir,10,1,2.2e-05,12.252847,1.2e-05,1.00119,1.1e-05,25.00718,1e-05,0.0966
run_ppcsr,twitter-unique-undir,10,2,3e-05,11.939016,1.1e-05,1.008187,1.4e-05,24.567476,1.1e-05,0.097169
run_ppcsr,twitter-unique-undir,10,3,2.1e-05,12.37108,1e-05,0.999271,2.2e-05,24.614986,1e-05,0.097153
run_ppcsr,twitter-unique-undir,10,4,2.2e-05,11.882432,1e-05,0.999435,1.5e-05,25.564245,1e-05,0.096949
run_ppcsr,twitter-unique-undir,10,5,2.8e-05,10.615444,1.2e-05,0.987901,1.4e-05,24.391008,1.1e-05,0.096181
run_ppcsr,twitter-unique-undir,10,6,3e-05,10.546055,1.2e-05,0.997955,1.7e-05,24.674996,9e-06,0.096787
run_ppcsr,twitter-unique-undir,10,7,6.7e-05,10.558163,1.1e-05,1.000315,1.7e-05,25.535421,1e-05,0.096976
run_ppcsr,twitter-unique-undir,10,8,5.5e-05,10.40549,1.1e-05,1.001182,2.5e-05,28.988359,1.2e-05,0.096
run_ppcsr,twitter-unique-undir,10,9,2.6e-05,10.188428,1.1e-05,1.004568,2.2e-05,28.241351,1.1e-05,0.096808
run_ppcsr,com-orkut.ungraph,100,0,2.058564,0.47729,1.778642,0.068627,2.541892,3.744514,2.035945,0.009003
run_ppcsr,com-orkut.ungraph,100,1,1.5e-05,0.487788,1.7e-05,0.066705,1.5e-05,3.64451,1.5e-05,0.007846
run_ppcsr,com-orkut.ungraph,100,2,1.4e-05,0.513174,1.4e-05,0.067562,1.5e-05,3.638366,1.2e-05,0.007826
run_ppcsr,com-orkut.ungraph,100,3,1.4e-05,0.550607,1.3e-05,0.067692,1.5e-05,3.640397,1.2e-05,0.007716
run_ppcsr,com-orkut.ungraph,100,4,1.3e-05,0.548101,1.5e-05,0.067134,3.8e-05,3.644765,1.2e-05,0.007841
run_ppcsr,com-orkut.ungraph,100,5,1.5e-05,0.525782,1.4e-05,0.066796,0.000108,3.918775,1.2e-05,0.007814
run_ppcsr,com-orkut.ungraph,100,6,1.4e-05,0.553602,1.4e-05,0.067397,2.1e-05,3.741005,1.2e-05,0.007777
run_ppcsr,com-orkut.ungraph,100,7,1.3e-05,0.559091,1.4e-05,0.066788,0.000124,3.784815,1.2e-05,0.007749
run_ppcsr,com-orkut.ungraph,100,8,1.3e-05,0.526631,1.4e-05,0.067436,0.000147,4.497383,1.2e-05,0.007865
run_ppcsr,com-orkut.ungraph,100,9,1.3e-05,0.517145,1.3e-05,0.067054,2.5e-05,4.222007,1.2e-05,0.007769
run_ppcsr,cit-Patents,100,0,1.2e-05,0.265886,1.2e-05,0.037403,2.3e-05,5.511361,1.3e-05,0.020318
run_ppcsr,cit-Patents,100,1,1.5e-05,0.254753,1.4e-05,0.037174,1.9e-05,5.510036,2.9e-05,0.016974
run_ppcsr,cit-Patents,100,2,2.2e-05,0.253529,1.4e-05,0.037398,1.9e-05,5.521048,3.5e-05,0.016895
run_ppcsr,cit-Patents,100,3,1.5e-05,0.251916,1.5e-05,0.03674,0.000429,5.693375,3.4e-05,0.018537
run_ppcsr,cit-Patents,100,4,1.7e-05,0.262887,1.4e-05,0.037858,5.1e-05,5.627608,0.000357,0.018727
run_ppcsr,cit-Patents,100,5,1.8e-05,0.250928,1.3e-05,0.038499,2.4e-05,5.711154,4.4e-05,0.018483
run_ppcsr,cit-Patents,100,6,1.8e-05,0.250524,1.4e-05,0.037743,4.4e-05,5.652029,4.4e-05,0.021111
run_ppcsr,cit-Patents,100,7,1.7e-05,0.246254,1.4e-05,0.038104,4.1e-05,5.752124,4.7e-05,0.018871
run_ppcsr,cit-Patents,100,8,1.8e-05,0.268487,1.4e-05,0.03762,4e-05,5.79005,4.7e-05,0.019378
run_ppcsr,cit-Patents,100,9,1.8e-05,0.249331,1.4e-05,0.036989,0.000764,5.645071,4.7e-05,0.018211
run_ppcsr,soc-LiveJournal1,100,0,4e-05,0.297639,5.3e-05,0.03657,1.3e-05,5.211651,2.5e-05,0.017464
run_ppcsr,soc-LiveJournal1,100,1,2.3e-05,0.289741,1.4e-05,0.03648,2.7e-05,5.348598,1.3e-05,0.016543
run_ppcsr,soc-LiveJournal1,100,2,3.7e-05,0.283107,1.4e-05,0.03628,4.7e-05,5.195231,1.3e-05,0.016341
run_ppcsr,soc-LiveJournal1,100,3,4.6e-05,0.280026,1.4e-05,0.036626,2.7e-05,5.307687,1.3e-05,0.016395
run_ppcsr,soc-LiveJournal1,100,4,5.3e-05,0.283576,1.4e-05,0.036353,2.4e-05,5.328724,1.3e-05,0.016518
run_ppcsr,soc-LiveJournal1,100,5,5.6e-05,0.277657,1.4e-05,0.036297,2.9e-05,5.226275,1.4e-05,0.016336
run_ppcsr,soc-LiveJournal1,100,6,4.4e-05,0.279642,1.3e-05,0.037113,3e-05,5.409035,1.3e-05,0.016467
run_ppcsr,soc-LiveJournal1,100,7,4.7e-05,0.280054,1.3e-05,0.036718,0.000409,5.502325,1.3e-05,0.016278
run_ppcsr,soc-LiveJournal1,100,8,4.2e-05,0.273865,1.5e-05,0.03649,0.000449,5.223246,1.4e-05,0.016305
run_ppcsr,soc-LiveJournal1,100,9,4.4e-05,0.274081,1.4e-05,0.036827,4.9e-05,5.182542,1.4e-05,0.016464
run_ppcsr,twitter-unique-undir,100,0,1.3e-05,9.435403,1.6e-05,1.225171,1.4e-05,34.806537,1.8e-05,0.093964
run_ppcsr,twitter-unique-undir,100,1,2.2e-05,9.065698,1.6e-05,1.213489,2.2e-05,33.945193,1.6e-05,0.092966
run_ppcsr,twitter-unique-undir,100,2,3e-05,8.855552,1.9e-05,1.220017,2.4e-05,32.123838,1.8e-05,0.092595
run_ppcsr,twitter-unique-undir,100,3,2.5e-05,8.7913,1.6e-05,1.209878,0.000252,32.790781,1.6e-05,0.092919
run_ppcsr,twitter-unique-undir,100,4,2.3e-05,8.800574,1.7e-05,1.218637,6.1e-05,32.59224,7.4e-05,0.092915
run_ppcsr,twitter-unique-undir,100,5,2.3e-05,8.765765,1.6e-05,1.211097,6.6e-05,33.134907,1.6e-05,0.092698
run_ppcsr,twitter-unique-undir,100,6,2.6e-05,8.731084,1.7e-05,1.206881,3.9e-05,32.641009,1.6e-05,0.092727
run_ppcsr,twitter-unique-undir,100,7,4e-05,8.716287,1.6e-05,1.216607,9.5e-05,32.106431,1.6e-05,0.092436
run_ppcsr,twitter-unique-undir,100,8,4.7e-05,9.219829,1.6e-05,1.20712,5.6e-05,32.173469,1.8e-05,0.092473
run_ppcsr,twitter-unique-undir,100,9,0.000107,8.59161,1.6e-05,1.207209,0.000472,32.787874,1.6e-05,0.092566
run_ppcsr,com-orkut.ungraph,1000,0,3.315377,0.598375,3.165806,0.070483,3.154871,3.680682,3.199259,0.009497
run_ppcsr,com-orkut.ungraph,1000,1,0.000175,0.630445,6.5e-05,0.068314,5.4e-05,3.62538,0.000116,0.008084
run_ppcsr,com-orkut.ungraph,1000,2,0.000208,0.62049,6.9e-05,0.069523,4.3e-05,3.517449,3.9e-05,0.009069
run_ppcsr,com-orkut.ungraph,1000,3,0.000396,0.664007,6.1e-05,0.06904,7.8e-05,3.517149,5e-05,0.008029
run_ppcsr,com-orkut.ungraph,1000,4,0.000367,0.626877,4.4e-05,0.069326,4.4e-05,3.517941,5e-05,0.008034
run_ppcsr,com-orkut.ungraph,1000,5,0.000174,0.586045,5.6e-05,0.068668,4.6e-05,3.494859,0.000186,0.008026
run_ppcsr,com-orkut.ungraph,1000,6,0.000418,0.590007,5.7e-05,0.069677,7.1e-05,3.559923,7.9e-05,0.008005
run_ppcsr,com-orkut.ungraph,1000,7,0.000656,0.574197,7.3e-05,0.068811,0.000413,8.235317,5.8e-05,0.008056
run_ppcsr,com-orkut.ungraph,1000,8,0.00076,0.593451,8.7e-05,0.069003,0.000127,4.410932,6.7e-05,0.008011
