baseline,graph,batch_size,measurement_idx,insert_time_PageRank,algorithm_time_PageRank,insert_time_LabelPropagation,algorithm_time_LabelPropagation,insert_time_wBFS_unweighted,algorithm_time_wBFS_unweighted,insert_time_BFS,algorithm_time_BFS
run_absl_flat_hash_set,soc-LiveJournal1,10,2,1.6e-05,0.187721,1.4e-05,0.029194,1e-05,4.70377,1.8e-05,0.014996
run_absl_flat_hash_set,soc-LiveJournal1,10,3,1.7e-05,0.190225,1.3e-05,0.029318,1.3e-05,4.758567,1.3e-05,0.014639
run_absl_flat_hash_set,soc-LiveJournal1,10,4,1.8e-05,0.193703,1.5e-05,0.029029,2.8e-05,4.754297,1.6e-05,0.014782
run_absl_flat_hash_set,soc-LiveJournal1,10,5,1.9e-05,0.197792,1.3e-05,0.029309,1.1e-05,4.68618,1.4e-05,0.014643
run_absl_flat_hash_set,soc-LiveJournal1,10,6,1.9e-05,0.192012,1.3e-05,0.029328,1.7e-05,4.70367,1.3e-05,0.01457
run_absl_flat_hash_set,soc-LiveJournal1,10,7,1.4e-05,0.191405,1.5e-05,0.028911,1.2e-05,4.711916,1.5e-05,0.014566
run_absl_flat_hash_set,soc-LiveJournal1,10,8,1.9e-05,0.189898,1.5e-05,0.029422,1.4e-05,4.673963,1.2e-05,0.01438
run_absl_flat_hash_set,soc-LiveJournal1,10,9,1.4e-05,0.188319,1.5e-05,0.02942,1.4e-05,4.670427,1.2e-05,0.014813
run_absl_flat_hash_set,twitter-unique-undir,10,0,1.4e-05,10.007501,1.2e-05,1.683285,8e-06,44.036484,3.5e-05,0.262169
run_absl_flat_hash_set,twitter-unique-undir,10,1,1.4e-05,9.323414,1.7e-05,1.541864,6.1e-05,43.520266,2.3e-05,0.185532
run_absl_flat_hash_set,twitter-unique-undir,10,2,2.3e-05,8.926196,1.7e-05,1.557846,1.8e-05,43.030554,2.2e-05,0.185657
run_absl_flat_hash_set,twitter-unique-undir,10,3,1.9e-05,8.912223,1.5e-05,1.529006,1.5e-05,42.719737,2.1e-05,0.185275
run_absl_flat_hash_set,twitter-unique-undir,10,4,1.7e-05,8.929037,1.4e-05,1.576559,1.5e-05,42.718202,2.1e-05,0.187442
run_absl_flat_hash_set,twitter-unique-undir,10,5,2.3e-05,8.932935,1.7e-05,1.568349,1.4e-05,42.714803,1.7e-05,0.191447
run_absl_flat_hash_set,twitter-unique-undir,10,6,1.8e-05,8.889386,1.5e-05,1.557321,1.7e-05,42.997482,2.7e-05,0.189563
run_absl_flat_hash_set,twitter-unique-undir,10,7,1.7e-05,9.30685,1.7e-05,1.541254,1.4e-05,42.738081,5.2e-05,0.189085
run_absl_flat_hash_set,twitter-unique-undir,10,8,2.3e-05,8.968162,2.1e-05,1.48238,1.8e-05,42.686486,4.4e-05,0.187397
run_absl_flat_hash_set,twitter-unique-undir,10,9,1.8e-05,8.633239,1.8e-05,1.476012,1.3e-05,42.767168,2.3e-05,0.186905
run_absl_flat_hash_set,com-friendster,10,0,9e-06,50.359954,1.3e-05,6.810248,5e-06,58.221655,2.1e-05,3.569705
run_absl_flat_hash_set,com-friendster,10,1,1.5e-05,45.620326,1.4e-05,5.8193,8e-06,56.989492,1.4e-05,3.246204
run_absl_flat_hash_set,com-friendster,10,2,1.3e-05,48.388532,1.8e-05,5.830769,1.1e-05,57.091835,1.3e-05,3.299143
run_absl_flat_hash_set,com-friendster,10,3,1.5e-05,49.086018,1.9e-05,5.911207,9e-06,58.414753,1.3e-05,3.196986
run_absl_flat_hash_set,com-friendster,10,4,1.7e-05,44.607972,2.3e-05,5.982679,1.1e-05,65.036717,1.7e-05,3.265994
run_absl_flat_hash_set,com-friendster,10,5,2.5e-05,44.579743,1.6e-05,5.946659,1.1e-05,66.930037,1.4e-05,3.322472
run_absl_flat_hash_set,com-friendster,10,6,4e-05,43.495533,1.6e-05,5.924024,8e-06,66.419201,1.3e-05,3.201805
run_absl_flat_hash_set,com-friendster,10,7,1.8e-05,43.450422,1.8e-05,5.992565,9e-06,56.40404,1.4e-05,3.246406
run_absl_flat_hash_set,com-friendster,10,8,1.3e-05,51.048411,1.8e-05,5.90688,1.2e-05,60.684876,1.4e-05,3.210077
run_absl_flat_hash_set,com-friendster,10,9,1.9e-05,45.587293,1.9e-05,5.966659,8e-06,60.892773,1.2e-05,3.254132
run_absl_flat_hash_set,com-orkut.ungraph,100,0,3.7e-05,0.333553,6.3e-05,0.064635,3.4e-05,3.428968,3.5e-05,0.025055
run_absl_flat_hash_set,com-orkut.ungraph,100,1,2.8e-05,0.348736,2.9e-05,0.046361,2.6e-05,3.336602,2.7e-05,0.010429
run_absl_flat_hash_set,com-orkut.ungraph,100,2,2.8e-05,0.313805,2.6e-05,0.044859,2.2e-05,3.340331,3.2e-05,0.009945
run_absl_flat_hash_set,com-orkut.ungraph,100,3,3.1e-05,0.351442,3.2e-05,0.045964,8.8e-05,3.371271,3.3e-05,0.009848
run_absl_flat_hash_set,com-orkut.ungraph,100,4,3.2e-05,0.344611,3e-05,0.045189,9.4e-05,3.380749,3.4e-05,0.009869
run_absl_flat_hash_set,com-orkut.ungraph,100,5,3.1e-05,0.342675,7e-05,0.045087,2.2e-05,3.333553,4.1e-05,0.010331
run_absl_flat_hash_set,com-orkut.ungraph,100,6,3.2e-05,0.349965,2.9e-05,0.046301,2e-05,3.332742,3e-05,0.010283
run_absl_flat_hash_set,com-orkut.ungraph,100,7,3.5e-05,0.323818,3.1e-05,0.047258,5.7e-05,3.368083,3.3e-05,0.009941
run_absl_flat_hash_set,com-orkut.ungraph,100,8,5.5e-05,0.342298,8.7e-05,0.045463,3e-05,3.33191,3.5e-05,0.009535
run_absl_flat_hash_set,com-orkut.ungraph,100,9,3e-05,0.351606,3.3e-05,0.044777,2.2e-05,3.316459,3.4e-05,0.009385
run_absl_flat_hash_set,cit-Patents,100,0,1.9e-05,0.157873,2.3e-05,0.023674,2.1e-05,4.551561,2.2e-05,0.021127
run_absl_flat_hash_set,cit-Patents,100,1,3.2e-05,0.15811,2.7e-05,0.021172,2.7e-05,4.540509,2.2e-05,0.016283
run_absl_flat_hash_set,cit-Patents,100,2,3.3e-05,0.158736,3.4e-05,0.020629,8.8e-05,4.551283,2.4e-05,0.016167
run_absl_flat_hash_set,cit-Patents,100,3,4.1e-05,0.151014,2.7e-05,0.02074,6.9e-05,4.520057,2.3e-05,0.016134
run_absl_flat_hash_set,cit-Patents,100,4,4.5e-05,0.150371,3e-05,0.020592,9.2e-05,4.50057,2.3e-05,0.016103
run_absl_flat_hash_set,cit-Patents,100,5,4e-05,0.152415,2.7e-05,0.020469,2.8e-05,4.499372,2.3e-05,0.016093
run_absl_flat_hash_set,cit-Patents,100,6,4.4e-05,0.148981,2.5e-05,0.020794,2.8e-05,4.493311,2.6e-05,0.01606
run_absl_flat_hash_set,cit-Patents,100,7,4e-05,0.150169,3e-05,0.020492,2.5e-05,4.521508,2.3e-05,0.016158
run_absl_flat_hash_set,cit-Patents,100,8,4.4e-05,0.150714,2.8e-05,0.020558,6.5e-05,4.488592,2.7e-05,0.016067
run_absl_flat_hash_set,cit-Patents,100,9,4.4e-05,0.128897,2.7e-05,0.020733,4.1e-05,4.52525,2.7e-05,0.015981
run_absl_flat_hash_set,soc-LiveJournal1,100,0,2.1e-05,0.198595,2.2e-05,0.035326,1.8e-05,4.821735,2.4e-05,0.020855
run_absl_flat_hash_set,soc-LiveJournal1,100,1,3.1e-05,0.187485,2.9e-05,0.029071,0.000112,4.752597,2.8e-05,0.010832
run_absl_flat_hash_set,soc-LiveJournal1,100,2,3.4e-05,0.18752,2.4e-05,0.029301,7.8e-05,4.75873,3.4e-05,0.011154
run_absl_flat_hash_set,soc-LiveJournal1,100,3,3.1e-05,0.188747,2.5e-05,0.029235,8e-05,4.728628,3.1e-05,0.010776
run_absl_flat_hash_set,soc-LiveJournal1,100,4,3.1e-05,0.19297,2.7e-05,0.029207,2.7e-05,4.742688,3.1e-05,0.010791
run_absl_flat_hash_set,soc-LiveJournal1,100,5,3.4e-05,0.195768,5.9e-05,0.029015,0.000112,4.735992,3.4e-05,0.010698
run_absl_flat_hash_set,soc-LiveJournal1,100,6,3.3e-05,0.189122,2.5e-05,0.029079,4.9e-05,4.717105,3.8e-05,0.010802
run_absl_flat_hash_set,soc-LiveJournal1,100,7,3.7e-05,0.190155,2.5e-05,0.029211,2.8e-05,4.70292,3.4e-05,0.010747
run_absl_flat_hash_set,soc-LiveJournal1,100,8,3.2e-05,0.187348,2.7e-05,0.029542,8e-05,4.666888,3.2e-05,0.010961
run_absl_flat_hash_set,soc-LiveJournal1,100,9,3.4e-05,0.188269,2.6e-05,0.028789,3.1e-05,4.653418,3.3e-05,0.010922
run_absl_flat_hash_set,twitter-unique-undir,100,0,2.5e-05,9.170522,3.9e-05,1.35892,2.1e-05,40.255519,2.8e-05,0.231912
run_absl_flat_hash_set,twitter-unique-undir,100,1,3.1e-05,9.138938,2.4e-05,1.290903,2.6e-05,39.426198,3.6e-05,0.1847
run_absl_flat_hash_set,twitter-unique-undir,100,2,3.6e-05,8.60751,2.6e-05,1.294768,3.6e-05,39.182235,5.8e-05,0.185805
run_absl_flat_hash_set,twitter-unique-undir,100,3,3.3e-05,8.216397,2.8e-05,1.295467,3.9e-05,39.259838,4.3e-05,0.184588
run_absl_flat_hash_set,twitter-unique-undir,100,4,3.3e-05,8.209952,3.3e-05,1.311438,4.8e-05,39.051337,3.8e-05,0.181865
run_absl_flat_hash_set,twitter-unique-undir,100,5,3.4e-05,8.596082,3e-05,1.295847,3.6e-05,38.79899,4.3e-05,0.188396
run_absl_flat_hash_set,twitter-unique-undir,100,6,4.9e-05,8.171386,7.2e-05,1.318626,4.3e-05,38.769633,4.5e-05,0.185255
run_absl_flat_hash_set,twitter-unique-undir,100,7,3.9e-05,8.116359,4.5e-05,1.315478,3.4e-05,38.761177,4.8e-05,0.1853
run_absl_flat_hash_set,twitter-unique-undir,100,8,4.4e-05,8.161915,5.8e-05,1.32291,4.5e-05,38.855817,4.5e-05,0.184791
run_absl_flat_hash_set,twitter-unique-undir,100,9,5.7e-05,8.16192,9.8e-05,1.330757,7.7e-05,38.946291,4.4e-05,0.181564
run_absl_flat_hash_set,com-friendster,100,0,1.9e-05,70.810489,2.9e-05,4.626374,2.1e-05,55.71347,2.4e-05,4.744588
run_absl_flat_hash_set,com-friendster,100,1,2.9e-05,94.7419,2.5e-05,4.387191,2.9e-05,56.113064,3.4e-05,4.421015
run_absl_flat_hash_set,com-friendster,100,2,3.6e-05,94.519085,3.2e-05,4.373962,2.7e-05,54.107494,4.1e-05,4.422951
run_absl_flat_hash_set,com-friendster,100,3,8.5e-05,138.657023,4.9e-05,4.508327,3.2e-05,52.88203,4.5e-05,4.45168
run_absl_flat_hash_set,com-friendster,100,4,3.3e-05,122.891209,5.4e-05,4.443656,2.5e-05,52.781246,3.3e-05,4.458246
run_absl_flat_hash_set,com-friendster,100,5,2.7e-05,137.300781,3.1e-05,4.340104,2.3e-05,53.157186,4.6e-05,4.467863
run_absl_flat_hash_set,com-friendster,100,6,2.7e-05,136.070946,3e-05,4.401843,2.6e-05,53.479408,5e-05,4.445682
run_absl_flat_hash_set,com-friendster,100,7,3.7e-05,135.950549,4e-05,4.450848,2.9e-05,53.255484,3.5e-05,4.435914
run_absl_flat_hash_set,com-friendster,100,8,2.6e-05,138.632968,2.6e-05,4.400803,2.4e-05,53.022127,3.4e-05,4.397422
run_absl_flat_hash_set,com-friendster,100,9,4.3e-05,70.395933,6e-05,4.390902,3.3e-05,53.120321,4e-05,4.385382
run_absl_flat_hash_set,com-orkut.ungraph,1000,0,8.1e-05,0.379961,8.2e-05,0.054159,7.7e-05,3.431089,0.000146,0.025305
run_absl_flat_hash_set,com-orkut.ungraph,1000,1,7.9e-05,0.372831,8e-05,0.044002,8.3e-05,3.413035,8.3e-05,0.010335
run_absl_flat_hash_set,com-orkut.ungraph,1000,2,7.5e-05,0.376498,0.000126,0.043086,0.000117,3.357548,8.6e-05,0.010013
run_absl_flat_hash_set,com-orkut.ungraph,1000,3,8.3e-05,0.373923,0.00011,0.044054,9e-05,3.350512,9.1e-05,0.010016
run_absl_flat_hash_set,com-orkut.ungraph,1000,4,7.7e-05,0.373437,0.000101,0.043127,7.8e-05,3.337166,8.7e-05,0.009815
run_absl_flat_hash_set,com-orkut.ungraph,1000,5,8.1e-05,0.373591,0.000126,0.042183,7.7e-05,3.351346,8.4e-05,0.011156
run_absl_flat_hash_set,com-orkut.ungraph,1000,6,9.2e-05,0.37059,0.000109,0.043534,0.000125,3.361087,8.3e-05,0.009927
run_absl_flat_hash_set,com-orkut.ungraph,1000,7,0.0001,0.367799,0.00011,0.043651,8.9e-05,3.352727,8.4e-05,0.009867
run_absl_flat_hash_set,com-orkut.ungraph,1000,8,0.000102,0.368082,0.000133,0.043366,0.000496,3.39732,8.8e-05,0.010901
run_absl_flat_hash_set,com-orkut.ungraph,1000,9,9.6e-05,0.355177,0.000109,0.043136,9.2e-05,3.380392,8.3e-05,0.010119
run_absl_flat_hash_set,cit-Patents,1000,0,5.5e-05,0.167065,7.6e-05,0.025815,5.7e-05,4.71183,6.2e-05,0.020146
run_absl_flat_hash_set,cit-Patents,1000,1,9.8e-05,0.162831,7.9e-05,0.019886,8.5e-05,4.628685,6.3e-05,0.016621
run_absl_flat_hash_set,cit-Patents,1000,2,0.000129,0.161292,8.7e-05,0.019424,0.000142,4.572584,6.3e-05,0.016983
run_absl_flat_hash_set,cit-Patents,1000,3,0.000141,0.163557,8.7e-05,0.019386,8.3e-05,4.550162,6.3e-05,0.016344
run_absl_flat_hash_set,cit-Patents,1000,4,0.000119,0.163672,8.5e-05,0.019109,0.000129,4.569396,6.6e-05,0.016295
run_absl_flat_hash_set,cit-Patents,1000,5,0.000116,0.160684,8.3e-05,0.019395,7.9e-05,4.565009,5.9e-05,0.016194
run_absl_flat_hash_set,cit-Patents,1000,6,0.000113,0.159729,0.000102,0.019329,0.000138,4.598446,6.1e-05,0.016175
run_absl_flat_hash_set,cit-Patents,1000,7,0.00011,0.160193,9.1e-05,0.019343,7.2e-05,4.60548,6.4e-05,0.016156
run_absl_flat_hash_set,cit-Patents,1000,8,0.000121,0.158481,8.9e-05,0.019416,8.3e-05,4.562305,6.2e-05,0.016319
run_absl_flat_hash_set,cit-Patents,1000,9,0.000132,0.149701,9.7e-05,0.019346,9.2e-05,4.571667,6.2e-05,0.01618
run_absl_flat_hash_set,soc-LiveJournal1,1000,0,0.000114,0.201288,0.000111,0.033006,9.1e-05,4.844668,9.3e-05,0.020779
run_absl_flat_hash_set,soc-LiveJournal1,1000,1,0.000102,0.19409,8.9e-05,0.029282,0.00012,4.767664,8.4e-05,0.013278
run_absl_flat_hash_set,soc-LiveJournal1,1000,2,0.000105,0.194856,0.000118,0.028902,0.000107,4.805812,8.6e-05,0.013265
run_absl_flat_hash_set,soc-LiveJournal1,1000,3,0.000108,0.19862,8.5e-05,0.029708,0.000334,4.823263,8.6e-05,0.013356
run_absl_flat_hash_set,soc-LiveJournal1,1000,4,0.000111,0.198083,9.3e-05,0.028929,0.000175,4.773931,8.3e-05,0.013077
run_absl_flat_hash_set,soc-LiveJournal1,1000,5,0.000131,0.19615,8.8e-05,0.028811,0.000175,4.753821,8.5e-05,0.013231
run_absl_flat_hash_set,soc-LiveJournal1,1000,6,0.000154,0.196205,0.000114,0.030047,0.00014,4.752946,8.6e-05,0.013065
run_absl_flat_hash_set,soc-LiveJournal1,1000,7,0.000141,0.19499,8.9e-05,0.029134,7.5e-05,4.716882,8.6e-05,0.012946
run_absl_flat_hash_set,soc-LiveJournal1,1000,8,0.000127,0.194228,0.000117,0.028945,8e-05,4.765493,8.6e-05,0.013279
run_absl_flat_hash_set,soc-LiveJournal1,1000,9,0.000138,0.196533,0.000106,0.028765,0.000153,4.772073,8.5e-05,0.013633
run_absl_flat_hash_set,twitter-unique-undir,1000,0,7.1e-05,10.356081,0.000112,1.58097,8.9e-05,43.33957,0.000207,0.295212
run_absl_flat_hash_set,twitter-unique-undir,1000,1,0.000116,11.104907,0.000125,1.461605,0.000218,42.546262,0.000187,0.185506
run_absl_flat_hash_set,twitter-unique-undir,1000,2,0.000102,12.670695,8.9e-05,1.48246,7.7e-05,42.324089,0.000229,0.182982
run_absl_flat_hash_set,twitter-unique-undir,1000,3,8.4e-05,12.741358,8.9e-05,1.454371,8.5e-05,41.9554,0.000163,0.180531
run_absl_flat_hash_set,twitter-unique-undir,1000,4,9.6e-05,15.41333,0.000116,1.472064,9.1e-05,41.639301,0.000175,0.172532
run_absl_flat_hash_set,twitter-unique-undir,1000,5,0.000134,15.425691,0.000138,1.46373,0.000101,41.687509,0.000258,0.175918
run_absl_flat_hash_set,twitter-unique-undir,1000,6,0.000116,13.697291,0.000138,1.426935,0.000161,41.629442,0.000181,0.176822
run_absl_flat_hash_set,twitter-unique-undir,1000,7,7.4e-05,11.747122,0.000132,1.427463,0.000133,41.72799,0.000198,0.177556
run_absl_flat_hash_set,twitter-unique-undir,1000,8,9.7e-05,12.420647,0.000128,1.40832,0.000136,42.113059,0.000205,0.177143
run_absl_flat_hash_set,twitter-unique-undir,1000,9,7.3e-05,14.33441,0.000126,1.428442,7.2e-05,41.992385,0.000231,0.174046
run_absl_flat_hash_set,com-friendster,1000,0,6.7e-05,69.156712,0.000127,5.685514,8e-05,58.952035,9.5e-05,4.137313
run_absl_flat_hash_set,com-friendster,1000,1,8.3e-05,68.734832,9.6e-05,5.232537,7e-05,59.277536,0.000133,3.862439
run_absl_flat_hash_set,com-friendster,1000,2,0.000168,67.876805,0.000114,5.354097,8.7e-05,57.904433,0.00013,3.859684
run_absl_flat_hash_set,com-friendster,1000,3,7.8e-05,67.679467,0.00012,5.247127,8.2e-05,60.934568,0.00019,3.859148
run_absl_flat_hash_set,com-friendster,1000,4,7.3e-05,67.62791,0.000117,5.342346,0.000115,62.981184,0.000137,3.852364
run_absl_flat_hash_set,com-friendster,1000,5,0.000107,66.75881,0.000102,5.267734,7e-05,61.28666,9.9e-05,3.84722
run_absl_flat_hash_set,com-friendster,1000,6,7.4e-05,67.387556,0.000118,5.339607,0.000121,63.785842,0.000103,3.864558
run_absl_flat_hash_set,com-friendster,1000,7,0.000131,67.717773,8.9e-05,5.215909,7e-05,61.470308,8.2e-05,3.849853
run_absl_flat_hash_set,com-friendster,1000,8,8.3e-05,35.603812,9.7e-05,5.258803,6.7e-05,66.292599,0.00014,3.872356
run_absl_flat_hash_set,com-friendster,1000,9,8.9e-05,33.961576,0.000146,5.263259,6.7e-05,60.725239,9.5e-05,3.86659
run_absl_flat_hash_set,com-orkut.ungraph,10000,0,0.002005,0.340619,0.002296,0.05494,0.001946,3.805559,0.002004,0.023499
run_absl_flat_hash_set,com-orkut.ungraph,10000,1,0.002057,0.333879,0.002188,0.049192,0.003019,3.784518,0.002001,0.010862
run_absl_flat_hash_set,com-orkut.ungraph,10000,2,0.00211,0.334303,0.002179,0.048347,0.002148,3.720589,0.001978,0.010416
run_absl_flat_hash_set,com-orkut.ungraph,10000,3,0.00203,0.330114,0.002212,0.047314,0.001941,3.776997,0.002003,0.010429
run_absl_flat_hash_set,com-orkut.ungraph,10000,4,0.002119,0.337207,0.002184,0.047115,0.002083,3.633752,0.001949,0.010437
run_absl_flat_hash_set,com-orkut.ungraph,10000,5,0.002045,0.345923,0.002419,0.047001,0.001805,3.617938,0.001959,0.010208
run_absl_flat_hash_set,com-orkut.ungraph,10000,6,0.002214,0.344332,0.002293,0.047086,0.001881,3.657295,0.001973,0.010211
run_absl_flat_hash_set,com-orkut.ungraph,10000,7,0.002289,0.335832,0.002322,0.04982,0.001971,3.659522,0.002073,0.010155
run_absl_flat_hash_set,com-orkut.ungraph,10000,8,0.002301,0.333786,0.002599,0.046548,0.00202,3.803648,0.001985,0.010414
run_absl_flat_hash_set,com-orkut.ungraph,10000,9,0.002175,0.33607,0.002299,0.048328,0.001825,3.695228,0.001998,0.01036
run_absl_flat_hash_set,cit-Patents,10000,0,0.001992,0.173713,0.003812,0.106647,0.002954,9.341315,0.001957,0.023682
run_absl_flat_hash_set,cit-Patents,10000,1,0.002255,0.170259,0.004832,0.104129,0.002808,5.458649,0.001975,0.021387
run_absl_flat_hash_set,cit-Patents,10000,2,0.002121,0.171821,0.005101,0.111411,0.002273,5.007084,0.001975,0.020812
run_absl_flat_hash_set,cit-Patents,10000,3,0.002227,0.28827,0.008896,0.102387,0.001875,4.901274,0.002037,0.020482
run_absl_flat_hash_set,cit-Patents,10000,4,0.00462,0.316046,0.008027,0.102291,0.001842,4.95645,0.00216,0.020455
run_absl_flat_hash_set,cit-Patents,10000,5,0.004693,0.318151,0.009639,0.138275,0.001922,4.788853,0.002138,0.021607
run_absl_flat_hash_set,cit-Patents,10000,6,0.002853,0.315328,0.006671,0.108771,0.001958,4.736323,0.002115,0.020597
run_absl_flat_hash_set,cit-Patents,10000,7,0.003086,0.313368,0.008738,0.100617,0.001848,4.711164,0.001952,0.020442
run_absl_flat_hash_set,cit-Patents,10000,8,0.00236,0.307843,0.00677,0.101471,0.001919,4.752271,0.001946,0.020071
run_absl_flat_hash_set,cit-Patents,10000,9,0.002409,0.283639,0.007371,0.10108,0.002005,4.74743,0.00205,0.020389
run_absl_flat_hash_set,soc-LiveJournal1,10000,0,0.001879,0.185835,0.00194,0.032063,0.001868,4.796641,0.002019,0.017785
run_absl_flat_hash_set,soc-LiveJournal1,10000,1,0.001961,0.180305,0.002014,0.027998,0.002086,4.726553,0.001915,0.013011
run_absl_flat_hash_set,soc-LiveJournal1,10000,2,0.001953,0.177822,0.002028,0.028176,0.001932,4.710328,0.001928,0.012928
run_absl_flat_hash_set,soc-LiveJournal1,10000,3,0.001966,0.179807,0.002027,0.028282,0.001986,4.747205,0.001951,0.012854
run_absl_flat_hash_set,soc-LiveJournal1,10000,4,0.00196,0.181046,0.002024,0.028236,0.00202,4.76722,0.001953,0.012906
run_absl_flat_hash_set,soc-LiveJournal1,10000,5,0.001992,0.182291,0.002049,0.028342,0.001846,4.741074,0.001906,0.013115
run_absl_flat_hash_set,soc-LiveJournal1,10000,6,0.002048,0.180016,0.002045,0.028489,0.001921,4.732,0.001964,0.012692
run_absl_flat_hash_set,soc-LiveJournal1,10000,7,0.002043,0.180371,0.002057,0.028181,0.001814,4.705557,0.001908,0.012825
run_absl_flat_hash_set,soc-LiveJournal1,10000,8,0.00208,0.18038,0.002002,0.028213,0.001858,4.724893,0.001907,0.012896
run_absl_flat_hash_set,soc-LiveJournal1,10000,9,0.002,0.181987,0.002043,0.029719,0.001811,4.722004,0.001922,0.01276
run_absl_flat_hash_set,twitter-unique-undir,10000,0,0.001759,11.683298,0.001987,1.451738,0.001714,52.612018,0.002099,0.239099
run_absl_flat_hash_set,twitter-unique-undir,10000,1,0.001696,11.385818,0.00191,1.376846,0.002032,51.914804,0.002234,0.195552
run_absl_flat_hash_set,twitter-unique-undir,10000,2,0.001773,11.193548,0.001962,1.401382,0.001803,51.894718,0.002184,0.193961
run_absl_flat_hash_set,twitter-unique-undir,10000,3,0.001689,11.154446,0.001933,1.406886,0.001757,52.050882,0.002135,0.195305
run_absl_flat_hash_set,twitter-unique-undir,10000,4,0.001698,11.150654,0.002029,1.429277,0.001682,51.579835,0.002353,0.193305
run_absl_flat_hash_set,twitter-unique-undir,10000,5,0.001739,11.144263,0.002066,1.421809,0.001829,51.377826,0.002376,0.201372
run_absl_flat_hash_set,twitter-unique-undir,10000,6,0.001575,13.279811,0.001941,1.440783,0.00154,51.301064,0.002311,0.195476
run_absl_flat_hash_set,twitter-unique-undir,10000,7,0.001817,21.720637,0.002194,1.407573,0.001694,51.240727,0.002412,0.192652
run_absl_flat_hash_set,twitter-unique-undir,10000,8,0.001855,22.018673,0.002184,1.402931,0.001686,51.206006,0.002541,0.189911
run_absl_flat_hash_set,twitter-unique-undir,10000,9,0.001749,22.042696,0.002045,1.408106,0.00169,51.316347,0.002256,0.190621
run_absl_flat_hash_set,com-friendster,10000,0,0.001986,62.20971,0.002314,5.28806,0.002016,65.507083,0.002268,4.810824
run_absl_flat_hash_set,com-friendster,10000,1,0.001991,62.235754,0.002341,4.921443,0.002328,65.530079,0.002138,4.482242
run_absl_flat_hash_set,com-friendster,10000,2,0.002138,61.972986,0.002265,5.042333,0.002184,64.840713,0.002132,4.47361
run_absl_flat_hash_set,com-friendster,10000,3,0.002064,61.639926,0.002215,4.98887,0.002277,64.497523,0.002069,4.460395
run_absl_flat_hash_set,com-friendster,10000,4,0.002018,61.819056,0.002284,4.946383,0.001971,64.152315,0.002145,4.459511
run_absl_flat_hash_set,com-friendster,10000,5,0.002034,62.122413,0.002422,5.070073,0.002148,63.940354,0.002133,4.449821
run_absl_flat_hash_set,com-friendster,10000,6,0.001991,62.215059,0.002296,5.110477,0.002264,64.048402,0.002254,4.444661
run_absl_flat_hash_set,com-friendster,10000,7,0.001975,62.105384,0.002409,5.043747,0.00227,64.117359,0.002357,4.449233
run_absl_flat_hash_set,com-friendster,10000,8,0.001995,61.995832,0.002316,5.0582,0.002198,64.1683,0.002363,4.460309
run_absl_flat_hash_set,com-friendster,10000,9,0.001943,34.869719,0.002354,5.062186,0.002139,64.220092,0.002231,4.420191
run_absl_flat_hash_set,com-orkut.ungraph,100000,0,0.002976,0.339579,0.002864,0.044835,0.002873,3.542815,0.002874,0.011382
run_absl_flat_hash_set,com-orkut.ungraph,100000,1,0.003007,0.335728,0.003063,0.043326,0.003996,3.528301,0.002953,0.010765
run_absl_flat_hash_set,com-orkut.ungraph,100000,2,0.003182,0.338841,0.003097,0.042925,0.005634,3.542221,0.002954,0.010826
run_absl_flat_hash_set,com-orkut.ungraph,100000,3,0.00327,0.331608,0.003253,0.04279,0.004147,3.472295,0.002928,0.011962
run_absl_flat_hash_set,com-orkut.ungraph,100000,4,0.003281,0.331236,0.003258,0.043622,0.003622,3.446419,0.003015,0.010957
run_absl_flat_hash_set,com-orkut.ungraph,100000,5,0.003347,0.333994,0.003259,0.044118,0.003641,3.465095,0.002967,0.010796
run_absl_flat_hash_set,com-orkut.ungraph,100000,6,0.003393,0.332402,0.003163,0.043874,0.003581,3.460695,0.003025,0.010825
run_absl_flat_hash_set,com-orkut.ungraph,100000,7,0.003674,0.330812,0.00336,0.043495,0.003644,3.465331,0.003074,0.010519
run_absl_flat_hash_set,com-orkut.ungraph,100000,8,0.003399,0.331451,0.003617,0.046998,0.003428,3.442132,0.003042,0.0108
run_absl_flat_hash_set,com-orkut.ungraph,100000,9,0.003452,0.327979,0.003578,0.043369,0.003397,3.44405,0.002964,0.010684
run_absl_flat_hash_set,cit-Patents,100000,0,0.002892,0.165781,0.002812,0.023523,0.002675,4.592895,0.002771,0.019685
run_absl_flat_hash_set,cit-Patents,100000,1,0.003543,0.162651,0.003139,0.021654,0.003068,4.555073,0.00297,0.019229
run_absl_flat_hash_set,cit-Patents,100000,2,0.003252,0.16206,0.003056,0.021608,0.003151,4.586502,0.00299,0.019309
run_absl_flat_hash_set,cit-Patents,100000,3,0.003518,0.162745,0.003139,0.021797,0.003404,4.563243,0.002992,0.019331
run_absl_flat_hash_set,cit-Patents,100000,4,0.00336,0.162201,0.003217,0.021667,0.003216,4.532724,0.003103,0.019034
run_absl_flat_hash_set,cit-Patents,100000,5,0.003346,0.164086,0.003209,0.022313,0.003189,4.530653,0.003072,0.01914
run_absl_flat_hash_set,cit-Patents,100000,6,0.003282,0.165053,0.003278,0.022083,0.003089,4.539544,0.003082,0.019875
run_absl_flat_hash_set,cit-Patents,100000,7,0.003335,0.164818,0.003408,0.022738,0.003116,4.573691,0.003042,0.01978
