baseline,batch_size,graph,algorithm,measurement_idx,value1,value2
run_vector_cpam,10,soc-LiveJournal1,PageRank,5,4.1e-05,0.179078
run_vector_cpam,10,soc-LiveJournal1,PageRank,6,3.8e-05,0.178309
run_vector_cpam,10,soc-LiveJournal1,PageRank,7,3.4e-05,0.179781
run_vector_cpam,10,soc-LiveJournal1,PageRank,8,3.6e-05,0.181106
run_vector_cpam,10,soc-LiveJournal1,PageRank,9,3.3e-05,0.175887
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,0,2.1e-05,4.781722
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,1,5.5e-05,4.762458
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,2,5.3e-05,4.810832
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,3,3.9e-05,4.715209
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,4,4.3e-05,4.715728
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,5,6.8e-05,4.709136
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,6,4.8e-05,4.740085
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,7,8.7e-05,4.745363
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,8,3.9e-05,4.704505
run_vector_cpam,10,soc-LiveJournal1,wBFS_unweighted,9,3.2e-05,4.741912
run_vector_cpam,10,twitter-unique-undir,BFS,0,6.1e-05,0.038599
run_vector_cpam,10,twitter-unique-undir,BFS,1,6e-05,0.037087
run_vector_cpam,10,twitter-unique-undir,BFS,2,5.4e-05,0.037235
run_vector_cpam,10,twitter-unique-undir,BFS,3,5.4e-05,0.038326
run_vector_cpam,10,twitter-unique-undir,BFS,4,6.8e-05,0.03701
run_vector_cpam,10,twitter-unique-undir,BFS,5,5.8e-05,0.037635
run_vector_cpam,10,twitter-unique-undir,BFS,6,5.6e-05,0.037031
run_vector_cpam,10,twitter-unique-undir,BFS,7,7.1e-05,0.037055
run_vector_cpam,10,twitter-unique-undir,BFS,8,8.5e-05,0.037669
run_vector_cpam,10,twitter-unique-undir,BFS,9,6.5e-05,0.037225
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,0,6.1e-05,1.225486
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,1,7.1e-05,1.210694
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,2,5.8e-05,1.20979
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,3,6.3e-05,1.216848
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,4,7.8e-05,1.21354
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,5,7.4e-05,1.214708
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,6,6.2e-05,1.232773
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,7,6.4e-05,1.197881
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,8,8.6e-05,1.210637
run_vector_cpam,10,twitter-unique-undir,LabelPropagation,9,8.1e-05,1.190764
run_vector_cpam,10,twitter-unique-undir,PageRank,0,6.3e-05,11.811344
run_vector_cpam,10,twitter-unique-undir,PageRank,1,8.4e-05,11.052079
run_vector_cpam,10,twitter-unique-undir,PageRank,2,6.8e-05,10.882589
run_vector_cpam,10,twitter-unique-undir,PageRank,3,7.8e-05,11.285499
run_vector_cpam,10,twitter-unique-undir,PageRank,4,0.000102,12.30864
run_vector_cpam,10,twitter-unique-undir,PageRank,5,7.7e-05,12.107083
run_vector_cpam,10,twitter-unique-undir,PageRank,6,7.7e-05,12.466509
run_vector_cpam,10,twitter-unique-undir,PageRank,7,9.2e-05,13.301879
run_vector_cpam,10,twitter-unique-undir,PageRank,8,0.0001,13.311451
run_vector_cpam,10,twitter-unique-undir,PageRank,9,0.000102,13.461058
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,0,5.4e-05,26.321945
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,1,6.4e-05,30.78393
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,2,6.3e-05,33.499664
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,3,6.2e-05,33.473651
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,4,8.3e-05,33.476913
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,5,6.5e-05,35.672089
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,6,5.8e-05,37.048143
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,7,7.3e-05,36.501602
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,8,8.2e-05,33.351292
run_vector_cpam,10,twitter-unique-undir,wBFS_unweighted,9,9.2e-05,26.171494
run_vector_cpam,100,cit-Patents,BFS,0,2.6e-05,0.008288
run_vector_cpam,100,cit-Patents,BFS,1,3.4e-05,0.007838
run_vector_cpam,100,cit-Patents,BFS,2,3e-05,0.008567
run_vector_cpam,100,cit-Patents,BFS,3,3.1e-05,0.007734
run_vector_cpam,100,cit-Patents,BFS,4,3.4e-05,0.011685
run_vector_cpam,100,cit-Patents,BFS,5,3.4e-05,0.007706
run_vector_cpam,100,cit-Patents,BFS,6,3.5e-05,0.007694
run_vector_cpam,100,cit-Patents,BFS,7,3.3e-05,0.010787
run_vector_cpam,100,cit-Patents,BFS,8,4.1e-05,0.007689
run_vector_cpam,100,cit-Patents,BFS,9,4e-05,0.007664
run_vector_cpam,100,cit-Patents,LabelPropagation,0,2.5e-05,0.022832
run_vector_cpam,100,cit-Patents,LabelPropagation,1,3.9e-05,0.022201
run_vector_cpam,100,cit-Patents,LabelPropagation,2,3.1e-05,0.022617
run_vector_cpam,100,cit-Patents,LabelPropagation,3,3.2e-05,0.021695
run_vector_cpam,100,cit-Patents,LabelPropagation,4,3.5e-05,0.021614
run_vector_cpam,100,cit-Patents,LabelPropagation,5,3.4e-05,0.021784
run_vector_cpam,100,cit-Patents,LabelPropagation,6,3.4e-05,0.022132
run_vector_cpam,100,cit-Patents,LabelPropagation,7,3.2e-05,0.021391
run_vector_cpam,100,cit-Patents,LabelPropagation,8,4.6e-05,0.021437
run_vector_cpam,100,cit-Patents,LabelPropagation,9,4.5e-05,0.021033
run_vector_cpam,100,cit-Patents,PageRank,0,2.4e-05,0.159105
run_vector_cpam,100,cit-Patents,PageRank,1,4.3e-05,0.162213
run_vector_cpam,100,cit-Patents,PageRank,2,4e-05,0.163386
run_vector_cpam,100,cit-Patents,PageRank,3,5.3e-05,0.158285
run_vector_cpam,100,cit-Patents,PageRank,4,4.2e-05,0.158357
run_vector_cpam,100,cit-Patents,PageRank,5,7.8e-05,0.158636
run_vector_cpam,100,cit-Patents,PageRank,6,4.3e-05,0.155653
run_vector_cpam,100,cit-Patents,PageRank,7,4e-05,0.154097
run_vector_cpam,100,cit-Patents,PageRank,8,5e-05,0.153937
run_vector_cpam,100,cit-Patents,PageRank,9,5.6e-05,0.154221
run_vector_cpam,100,cit-Patents,wBFS_unweighted,0,2.5e-05,4.684816
run_vector_cpam,100,cit-Patents,wBFS_unweighted,1,0.000181,4.657855
run_vector_cpam,100,cit-Patents,wBFS_unweighted,2,9.4e-05,4.630291
run_vector_cpam,100,cit-Patents,wBFS_unweighted,3,0.000102,4.630189
run_vector_cpam,100,cit-Patents,wBFS_unweighted,4,0.000146,4.651837
run_vector_cpam,100,cit-Patents,wBFS_unweighted,5,0.000127,4.625858
run_vector_cpam,100,cit-Patents,wBFS_unweighted,6,6.3e-05,4.638654
run_vector_cpam,100,cit-Patents,wBFS_unweighted,7,9.3e-05,4.627428
run_vector_cpam,100,cit-Patents,wBFS_unweighted,8,8.2e-05,4.623817
run_vector_cpam,100,cit-Patents,wBFS_unweighted,9,0.000127,4.650335
run_vector_cpam,100,com-friendster,BFS,0,4.3e-05,1.832831
run_vector_cpam,100,com-friendster,BFS,1,5.4e-05,1.519883
run_vector_cpam,100,com-friendster,BFS,2,5.5e-05,1.527266
run_vector_cpam,100,com-friendster,BFS,3,5.5e-05,1.519332
run_vector_cpam,100,com-friendster,BFS,4,5.9e-05,1.515438
run_vector_cpam,100,com-friendster,BFS,5,7.1e-05,1.526066
run_vector_cpam,100,com-friendster,BFS,6,4.7e-05,1.52444
run_vector_cpam,100,com-friendster,BFS,7,4.8e-05,1.508976
run_vector_cpam,100,com-friendster,BFS,8,5.6e-05,1.493913
run_vector_cpam,100,com-friendster,BFS,9,5.3e-05,1.474835
run_vector_cpam,100,com-friendster,LabelPropagation,0,3.7e-05,4.846236
run_vector_cpam,100,com-friendster,LabelPropagation,1,5.6e-05,4.904969
run_vector_cpam,100,com-friendster,LabelPropagation,2,5.6e-05,5.021085
run_vector_cpam,100,com-friendster,LabelPropagation,3,5.1e-05,4.876272
run_vector_cpam,100,com-friendster,LabelPropagation,4,6e-05,4.971336
run_vector_cpam,100,com-friendster,LabelPropagation,5,5.2e-05,4.93673
run_vector_cpam,100,com-friendster,LabelPropagation,6,4.9e-05,5.410188
run_vector_cpam,100,com-friendster,LabelPropagation,7,5e-05,5.667634
run_vector_cpam,100,com-friendster,LabelPropagation,8,4.8e-05,5.672812
run_vector_cpam,100,com-friendster,LabelPropagation,9,5.7e-05,5.784601
run_vector_cpam,100,com-friendster,PageRank,0,4e-05,63.734417
run_vector_cpam,100,com-friendster,PageRank,1,6.8e-05,92.442464
run_vector_cpam,100,com-friendster,PageRank,2,7.7e-05,95.824815
run_vector_cpam,100,com-friendster,PageRank,3,8.2e-05,98.962786
run_vector_cpam,100,com-friendster,PageRank,4,8.7e-05,108.577459
run_vector_cpam,100,com-friendster,PageRank,5,6.7e-05,109.041443
run_vector_cpam,100,com-friendster,PageRank,6,7.3e-05,108.822016
run_vector_cpam,100,com-friendster,PageRank,7,9.8e-05,107.288885
run_vector_cpam,100,com-friendster,PageRank,8,7.1e-05,98.891122
run_vector_cpam,100,com-friendster,PageRank,9,0.00013,49.279806
run_vector_cpam,100,com-friendster,wBFS_unweighted,0,4e-05,47.966846
run_vector_cpam,100,com-friendster,wBFS_unweighted,1,5.1e-05,51.649437
run_vector_cpam,100,com-friendster,wBFS_unweighted,2,5.3e-05,56.079479
run_vector_cpam,100,com-friendster,wBFS_unweighted,3,5.2e-05,64.377763
run_vector_cpam,100,com-friendster,wBFS_unweighted,4,6.5e-05,55.265587
run_vector_cpam,100,com-friendster,wBFS_unweighted,5,4.9e-05,62.109384
run_vector_cpam,100,com-friendster,wBFS_unweighted,6,5.3e-05,68.662996
run_vector_cpam,100,com-friendster,wBFS_unweighted,7,4.9e-05,65.308366
run_vector_cpam,100,com-friendster,wBFS_unweighted,8,5.2e-05,58.937836
run_vector_cpam,100,com-friendster,wBFS_unweighted,9,5.5e-05,58.48587
run_vector_cpam,100,com-orkut.ungraph,BFS,0,4.1e-05,0.006317
run_vector_cpam,100,com-orkut.ungraph,BFS,1,4.7e-05,0.004845
run_vector_cpam,100,com-orkut.ungraph,BFS,2,4.1e-05,0.004766
run_vector_cpam,100,com-orkut.ungraph,BFS,3,3.8e-05,0.006265
run_vector_cpam,100,com-orkut.ungraph,BFS,4,3.3e-05,0.005445
run_vector_cpam,100,com-orkut.ungraph,BFS,5,3.9e-05,0.004757
run_vector_cpam,100,com-orkut.ungraph,BFS,6,3.9e-05,0.004778
run_vector_cpam,100,com-orkut.ungraph,BFS,7,3.6e-05,0.004595
run_vector_cpam,100,com-orkut.ungraph,BFS,8,3.8e-05,0.004639
run_vector_cpam,100,com-orkut.ungraph,BFS,9,3.6e-05,0.004688
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,0,3.6e-05,0.038326
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,1,4.5e-05,0.03795
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,2,5.4e-05,0.038385
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,3,4.9e-05,0.039144
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,4,4.2e-05,0.038023
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,5,4.9e-05,0.038634
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,6,5.4e-05,0.039553
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,7,5.1e-05,0.038431
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,8,5e-05,0.038585
run_vector_cpam,100,com-orkut.ungraph,LabelPropagation,9,4.6e-05,0.03799
run_vector_cpam,100,com-orkut.ungraph,PageRank,0,3.8e-05,0.229917
run_vector_cpam,100,com-orkut.ungraph,PageRank,1,6.4e-05,0.23454
run_vector_cpam,100,com-orkut.ungraph,PageRank,2,9.6e-05,0.229281
run_vector_cpam,100,com-orkut.ungraph,PageRank,3,5.4e-05,0.238206
run_vector_cpam,100,com-orkut.ungraph,PageRank,4,4.8e-05,0.236702
run_vector_cpam,100,com-orkut.ungraph,PageRank,5,5.1e-05,0.22571
run_vector_cpam,100,com-orkut.ungraph,PageRank,6,9.2e-05,0.233273
run_vector_cpam,100,com-orkut.ungraph,PageRank,7,5.3e-05,0.231444
run_vector_cpam,100,com-orkut.ungraph,PageRank,8,5.6e-05,0.236224
run_vector_cpam,100,com-orkut.ungraph,PageRank,9,4.8e-05,0.231146
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,0,3.9e-05,3.028913
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,1,7e-05,3.063403
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,2,7.6e-05,3.023647
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,3,6.9e-05,3.127757
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,4,8.3e-05,3.084398
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,5,9.7e-05,3.054171
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,6,9e-05,3.019719
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,7,5.5e-05,3.030538
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,8,0.000142,3.064157
run_vector_cpam,100,com-orkut.ungraph,wBFS_unweighted,9,0.000172,3.051234
run_vector_cpam,100,soc-LiveJournal1,BFS,0,3e-05,0.008731
run_vector_cpam,100,soc-LiveJournal1,BFS,1,3.8e-05,0.006124
run_vector_cpam,100,soc-LiveJournal1,BFS,2,3.7e-05,0.006113
run_vector_cpam,100,soc-LiveJournal1,BFS,3,4.8e-05,0.006176
run_vector_cpam,100,soc-LiveJournal1,BFS,4,3.8e-05,0.006924
run_vector_cpam,100,soc-LiveJournal1,BFS,5,5.2e-05,0.006177
run_vector_cpam,100,soc-LiveJournal1,BFS,6,3.6e-05,0.006292
run_vector_cpam,100,soc-LiveJournal1,BFS,7,5.3e-05,0.0062
run_vector_cpam,100,soc-LiveJournal1,BFS,8,3.2e-05,0.006135
run_vector_cpam,100,soc-LiveJournal1,BFS,9,3.2e-05,0.006171
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,0,3.1e-05,0.023815
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,1,4e-05,0.023732
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,2,4.6e-05,0.023594
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,3,4.9e-05,0.024192
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,4,5.3e-05,0.023568
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,5,5.5e-05,0.023367
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,6,4.7e-05,0.023889
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,7,6.1e-05,0.024204
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,8,3.9e-05,0.023514
run_vector_cpam,100,soc-LiveJournal1,LabelPropagation,9,9.5e-05,0.024096
run_vector_cpam,100,soc-LiveJournal1,PageRank,0,3e-05,0.176188
run_vector_cpam,100,soc-LiveJournal1,PageRank,1,4.1e-05,0.173491
run_vector_cpam,100,soc-LiveJournal1,PageRank,2,5.1e-05,0.173688
run_vector_cpam,100,soc-LiveJournal1,PageRank,3,4.3e-05,0.173819
run_vector_cpam,100,soc-LiveJournal1,PageRank,4,4.4e-05,0.174543
run_vector_cpam,100,soc-LiveJournal1,PageRank,5,5.5e-05,0.174987
run_vector_cpam,100,soc-LiveJournal1,PageRank,6,5.9e-05,0.172802
run_vector_cpam,100,soc-LiveJournal1,PageRank,7,6.2e-05,0.172659
run_vector_cpam,100,soc-LiveJournal1,PageRank,8,4.7e-05,0.170235
run_vector_cpam,100,soc-LiveJournal1,PageRank,9,4.7e-05,0.175427
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,0,3e-05,4.796239
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,1,0.000112,4.875763
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,2,0.000173,4.805162
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,3,6.6e-05,4.783424
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,4,4.8e-05,4.761551
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,5,5.4e-05,4.775041
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,6,5.5e-05,4.782653
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,7,0.000152,4.828052
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,8,0.000169,4.835763
run_vector_cpam,100,soc-LiveJournal1,wBFS_unweighted,9,5.8e-05,4.811783
run_vector_cpam,100,twitter-unique-undir,BFS,0,6.2e-05,0.039857
run_vector_cpam,100,twitter-unique-undir,BFS,1,7.9e-05,0.038681
run_vector_cpam,100,twitter-unique-undir,BFS,2,7.2e-05,0.039746
run_vector_cpam,100,twitter-unique-undir,BFS,3,7.4e-05,0.038242
run_vector_cpam,100,twitter-unique-undir,BFS,4,7e-05,0.038621
run_vector_cpam,100,twitter-unique-undir,BFS,5,9.4e-05,0.039294
run_vector_cpam,100,twitter-unique-undir,BFS,6,6.6e-05,0.038499
run_vector_cpam,100,twitter-unique-undir,BFS,7,8.5e-05,0.038048
run_vector_cpam,100,twitter-unique-undir,BFS,8,6.3e-05,0.038234
run_vector_cpam,100,twitter-unique-undir,BFS,9,7e-05,0.03801
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,0,6.2e-05,1.09482
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,1,0.000101,1.087179
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,2,0.000102,1.079904
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,3,0.000103,1.089297
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,4,8e-05,1.115497
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,5,0.000114,1.082839
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,6,0.000139,1.100684
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,7,9.2e-05,1.097371
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,8,7.2e-05,1.092499
run_vector_cpam,100,twitter-unique-undir,LabelPropagation,9,8.4e-05,1.088617
run_vector_cpam,100,twitter-unique-undir,PageRank,0,7e-05,10.313225
run_vector_cpam,100,twitter-unique-undir,PageRank,1,8.6e-05,10.374119
run_vector_cpam,100,twitter-unique-undir,PageRank,2,0.000106,10.400184
run_vector_cpam,100,twitter-unique-undir,PageRank,3,0.000183,10.330875
run_vector_cpam,100,twitter-unique-undir,PageRank,4,8.7e-05,10.345875
run_vector_cpam,100,twitter-unique-undir,PageRank,5,0.000126,10.177232
run_vector_cpam,100,twitter-unique-undir,PageRank,6,0.000102,10.13252
run_vector_cpam,100,twitter-unique-undir,PageRank,7,0.000133,10.997042
run_vector_cpam,100,twitter-unique-undir,PageRank,8,9.2e-05,11.4285
run_vector_cpam,100,twitter-unique-undir,PageRank,9,9.5e-05,11.439168
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,0,7.3e-05,27.117901
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,1,0.000126,30.669264
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,2,0.000148,30.858038
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,3,7.8e-05,28.494788
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,4,8.1e-05,26.133783
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,5,0.000115,26.106046
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,6,7.7e-05,26.041812
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,7,9e-05,25.926271
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,8,6.4e-05,26.062932
run_vector_cpam,100,twitter-unique-undir,wBFS_unweighted,9,7.9e-05,26.011756
run_vector_cpam,1000,cit-Patents,BFS,0,8.3e-05,0.009749
run_vector_cpam,1000,cit-Patents,BFS,1,0.000168,0.009885
run_vector_cpam,1000,cit-Patents,BFS,2,9.8e-05,0.007631
run_vector_cpam,1000,cit-Patents,BFS,3,0.000115,0.007667
run_vector_cpam,1000,cit-Patents,BFS,4,0.000102,0.007626
run_vector_cpam,1000,cit-Patents,BFS,5,9.9e-05,0.010272
run_vector_cpam,1000,cit-Patents,BFS,6,0.0001,0.00769
run_vector_cpam,1000,cit-Patents,BFS,7,0.000117,0.007727
run_vector_cpam,1000,cit-Patents,BFS,8,0.000109,0.007694
run_vector_cpam,1000,cit-Patents,BFS,9,0.000105,0.007756
run_vector_cpam,1000,cit-Patents,LabelPropagation,0,7.9e-05,0.022614
run_vector_cpam,1000,cit-Patents,LabelPropagation,1,9.5e-05,0.021723
run_vector_cpam,1000,cit-Patents,LabelPropagation,2,9.9e-05,0.022413
run_vector_cpam,1000,cit-Patents,LabelPropagation,3,0.000103,0.022175
run_vector_cpam,1000,cit-Patents,LabelPropagation,4,0.000104,0.02226
run_vector_cpam,1000,cit-Patents,LabelPropagation,5,9.7e-05,0.022487
run_vector_cpam,1000,cit-Patents,LabelPropagation,6,9.4e-05,0.022133
run_vector_cpam,1000,cit-Patents,LabelPropagation,7,0.000105,0.022469
run_vector_cpam,1000,cit-Patents,LabelPropagation,8,0.000103,0.022867
run_vector_cpam,1000,cit-Patents,LabelPropagation,9,0.000109,0.021979
run_vector_cpam,1000,cit-Patents,PageRank,0,7.9e-05,0.154671
run_vector_cpam,1000,cit-Patents,PageRank,1,0.000106,0.152774
run_vector_cpam,1000,cit-Patents,PageRank,2,0.000168,0.158039
run_vector_cpam,1000,cit-Patents,PageRank,3,0.000111,0.156908
run_vector_cpam,1000,cit-Patents,PageRank,4,0.000167,0.157574
run_vector_cpam,1000,cit-Patents,PageRank,5,0.000138,0.156243
run_vector_cpam,1000,cit-Patents,PageRank,6,0.000116,0.156067
run_vector_cpam,1000,cit-Patents,PageRank,7,0.000164,0.156083
run_vector_cpam,1000,cit-Patents,PageRank,8,0.000162,0.15744
run_vector_cpam,1000,cit-Patents,PageRank,9,0.000157,0.134755
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,0,9.1e-05,4.609742
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,1,0.000124,4.615576
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,2,0.000103,4.667905
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,3,0.000235,4.628569
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,4,0.000156,4.628041
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,5,0.000125,4.645907
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,6,0.00028,4.617961
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,7,0.000112,4.605556
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,8,0.000107,4.635501
run_vector_cpam,1000,cit-Patents,wBFS_unweighted,9,0.000396,4.606645
run_vector_cpam,1000,com-friendster,BFS,0,0.000214,1.645838
run_vector_cpam,1000,com-friendster,BFS,1,0.000123,1.356113
run_vector_cpam,1000,com-friendster,BFS,2,0.000178,1.355216
run_vector_cpam,1000,com-friendster,BFS,3,0.000115,1.355559
run_vector_cpam,1000,com-friendster,BFS,4,0.000117,1.364558
run_vector_cpam,1000,com-friendster,BFS,5,0.000123,1.328032
run_vector_cpam,1000,com-friendster,BFS,6,0.000114,1.331968
run_vector_cpam,1000,com-friendster,BFS,7,0.000121,1.334547
run_vector_cpam,1000,com-friendster,BFS,8,0.000124,1.351214
run_vector_cpam,1000,com-friendster,BFS,9,0.00012,1.328537
run_vector_cpam,1000,com-friendster,LabelPropagation,0,8.8e-05,4.410791
run_vector_cpam,1000,com-friendster,LabelPropagation,1,0.00012,4.183822
run_vector_cpam,1000,com-friendster,LabelPropagation,2,0.000131,4.292164
run_vector_cpam,1000,com-friendster,LabelPropagation,3,0.000117,4.170862
run_vector_cpam,1000,com-friendster,LabelPropagation,4,0.000124,4.246007
run_vector_cpam,1000,com-friendster,LabelPropagation,5,0.000121,4.141245
run_vector_cpam,1000,com-friendster,LabelPropagation,6,0.000122,4.28882
run_vector_cpam,1000,com-friendster,LabelPropagation,7,0.000116,4.412912
run_vector_cpam,1000,com-friendster,LabelPropagation,8,0.000139,4.158131
run_vector_cpam,1000,com-friendster,LabelPropagation,9,0.000121,4.056814
run_vector_cpam,1000,com-friendster,PageRank,0,9e-05,59.719011
run_vector_cpam,1000,com-friendster,PageRank,1,0.000131,72.789039
run_vector_cpam,1000,com-friendster,PageRank,2,0.000194,77.642447
run_vector_cpam,1000,com-friendster,PageRank,3,0.000269,81.986947
run_vector_cpam,1000,com-friendster,PageRank,4,0.000187,69.459668
run_vector_cpam,1000,com-friendster,PageRank,5,0.000164,61.625132
run_vector_cpam,1000,com-friendster,PageRank,6,0.000133,62.290974
run_vector_cpam,1000,com-friendster,PageRank,7,0.000146,68.221183
run_vector_cpam,1000,com-friendster,PageRank,8,0.000158,36.861867
run_vector_cpam,1000,com-friendster,PageRank,9,0.000212,38.548227
run_vector_cpam,1000,com-friendster,wBFS_unweighted,0,9.1e-05,47.517153
run_vector_cpam,1000,com-friendster,wBFS_unweighted,1,0.000111,51.741624
run_vector_cpam,1000,com-friendster,wBFS_unweighted,2,0.000174,60.683304
run_vector_cpam,1000,com-friendster,wBFS_unweighted,3,0.000148,68.259175
run_vector_cpam,1000,com-friendster,wBFS_unweighted,4,0.000119,68.377082
run_vector_cpam,1000,com-friendster,wBFS_unweighted,5,0.000114,65.956331
run_vector_cpam,1000,com-friendster,wBFS_unweighted,6,0.000122,62.233978
run_vector_cpam,1000,com-friendster,wBFS_unweighted,7,0.00012,61.195247
run_vector_cpam,1000,com-friendster,wBFS_unweighted,8,0.000124,44.406421
run_vector_cpam,1000,com-friendster,wBFS_unweighted,9,0.000119,59.81557
run_vector_cpam,1000,com-orkut.ungraph,BFS,0,0.000132,0.004913
run_vector_cpam,1000,com-orkut.ungraph,BFS,1,0.000111,0.004538
run_vector_cpam,1000,com-orkut.ungraph,BFS,2,9.7e-05,0.006654
run_vector_cpam,1000,com-orkut.ungraph,BFS,3,0.000157,0.005831
run_vector_cpam,1000,com-orkut.ungraph,BFS,4,0.000121,0.004319
run_vector_cpam,1000,com-orkut.ungraph,BFS,5,0.000104,0.004321
run_vector_cpam,1000,com-orkut.ungraph,BFS,6,0.000104,0.00432
run_vector_cpam,1000,com-orkut.ungraph,BFS,7,0.000107,0.004323
run_vector_cpam,1000,com-orkut.ungraph,BFS,8,0.000111,0.005921
run_vector_cpam,1000,com-orkut.ungraph,BFS,9,0.000108,0.004301
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,0,8.2e-05,0.038222
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,1,0.000115,0.037563
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,2,0.000122,0.038296
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,3,0.000118,0.038416
