baseline,batch_size,graph,algorithm,measurement_idx,value1,value2
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,4,0.000118,0.037996
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,5,0.000107,0.038108
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,6,0.000104,0.038377
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,7,0.000114,0.037877
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,8,0.000118,0.037923
run_vector_cpam,1000,com-orkut.ungraph,LabelPropagation,9,0.000113,0.037194
run_vector_cpam,1000,com-orkut.ungraph,PageRank,0,9.3e-05,0.231484
run_vector_cpam,1000,com-orkut.ungraph,PageRank,1,0.000119,0.230879
run_vector_cpam,1000,com-orkut.ungraph,PageRank,2,0.000111,0.228575
run_vector_cpam,1000,com-orkut.ungraph,PageRank,3,0.000121,0.231777
run_vector_cpam,1000,com-orkut.ungraph,PageRank,4,0.000131,0.229078
run_vector_cpam,1000,com-orkut.ungraph,PageRank,5,0.00011,0.231214
run_vector_cpam,1000,com-orkut.ungraph,PageRank,6,0.000111,0.231972
run_vector_cpam,1000,com-orkut.ungraph,PageRank,7,0.000122,0.229889
run_vector_cpam,1000,com-orkut.ungraph,PageRank,8,0.000119,0.229315
run_vector_cpam,1000,com-orkut.ungraph,PageRank,9,0.000118,0.228423
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,0,9.6e-05,3.097165
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,1,0.000129,3.098169
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,2,0.00029,3.215638
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,3,0.00021,3.134368
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,4,0.00031,3.152552
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,5,0.000214,3.1149
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,6,0.000137,3.098124
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,7,0.000128,3.103552
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,8,0.000131,3.071483
run_vector_cpam,1000,com-orkut.ungraph,wBFS_unweighted,9,0.000129,3.09807
run_vector_cpam,1000,soc-LiveJournal1,BFS,0,0.000116,0.009552
run_vector_cpam,1000,soc-LiveJournal1,BFS,1,0.000103,0.006346
run_vector_cpam,1000,soc-LiveJournal1,BFS,2,0.000101,0.006197
run_vector_cpam,1000,soc-LiveJournal1,BFS,3,0.000112,0.006235
run_vector_cpam,1000,soc-LiveJournal1,BFS,4,0.000111,0.006199
run_vector_cpam,1000,soc-LiveJournal1,BFS,5,0.000105,0.006202
run_vector_cpam,1000,soc-LiveJournal1,BFS,6,0.000101,0.005973
run_vector_cpam,1000,soc-LiveJournal1,BFS,7,9.9e-05,0.006107
run_vector_cpam,1000,soc-LiveJournal1,BFS,8,9.8e-05,0.006202
run_vector_cpam,1000,soc-LiveJournal1,BFS,9,0.000101,0.006214
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,0,8.9e-05,0.025137
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,1,0.000113,0.023734
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,2,0.000123,0.023498
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,3,0.000123,0.023328
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,4,0.000115,0.023971
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,5,0.000109,0.023465
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,6,0.000111,0.023864
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,7,0.00011,0.02355
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,8,0.000106,0.023069
run_vector_cpam,1000,soc-LiveJournal1,LabelPropagation,9,0.000113,0.026339
run_vector_cpam,1000,soc-LiveJournal1,PageRank,0,0.000159,0.180318
run_vector_cpam,1000,soc-LiveJournal1,PageRank,1,0.000297,0.180874
run_vector_cpam,1000,soc-LiveJournal1,PageRank,2,0.000142,0.179799
run_vector_cpam,1000,soc-LiveJournal1,PageRank,3,0.000187,0.179593
run_vector_cpam,1000,soc-LiveJournal1,PageRank,4,0.000113,0.177491
run_vector_cpam,1000,soc-LiveJournal1,PageRank,5,0.00011,0.178866
run_vector_cpam,1000,soc-LiveJournal1,PageRank,6,0.000121,0.178655
run_vector_cpam,1000,soc-LiveJournal1,PageRank,7,0.000108,0.176721
run_vector_cpam,1000,soc-LiveJournal1,PageRank,8,0.000117,0.174148
run_vector_cpam,1000,soc-LiveJournal1,PageRank,9,0.00013,0.179647
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,0,9e-05,4.813055
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,1,0.000139,4.799137
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,2,0.000208,4.787008
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,3,0.000132,4.761676
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,4,0.000252,4.775291
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,5,0.000215,4.775015
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,6,0.000114,4.713947
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,7,0.000174,4.765455
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,8,0.000363,4.809118
run_vector_cpam,1000,soc-LiveJournal1,wBFS_unweighted,9,0.000127,4.760257
run_vector_cpam,1000,twitter-unique-undir,BFS,0,0.0002,0.039091
run_vector_cpam,1000,twitter-unique-undir,BFS,1,0.000136,0.035396
run_vector_cpam,1000,twitter-unique-undir,BFS,2,0.000162,0.035472
run_vector_cpam,1000,twitter-unique-undir,BFS,3,0.000159,0.036847
run_vector_cpam,1000,twitter-unique-undir,BFS,4,0.000178,0.035568
run_vector_cpam,1000,twitter-unique-undir,BFS,5,0.000196,0.035719
run_vector_cpam,1000,twitter-unique-undir,BFS,6,0.000194,0.036149
run_vector_cpam,1000,twitter-unique-undir,BFS,7,0.000831,0.036067
run_vector_cpam,1000,twitter-unique-undir,BFS,8,0.000178,0.035655
run_vector_cpam,1000,twitter-unique-undir,BFS,9,0.000172,0.035532
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,0,0.000145,1.071184
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,1,0.000185,1.084242
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,2,0.0002,1.088848
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,3,0.000199,1.063175
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,4,0.000204,1.061853
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,5,0.000233,1.064796
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,6,0.000225,1.07487
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,7,0.000188,1.069706
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,8,0.000218,1.063873
run_vector_cpam,1000,twitter-unique-undir,LabelPropagation,9,0.000203,1.063918
run_vector_cpam,1000,twitter-unique-undir,PageRank,0,0.00015,9.429089
run_vector_cpam,1000,twitter-unique-undir,PageRank,1,0.000173,9.389906
run_vector_cpam,1000,twitter-unique-undir,PageRank,2,0.000186,9.540395
run_vector_cpam,1000,twitter-unique-undir,PageRank,3,0.000258,9.50403
run_vector_cpam,1000,twitter-unique-undir,PageRank,4,0.000224,9.192621
run_vector_cpam,1000,twitter-unique-undir,PageRank,5,0.000306,9.229087
run_vector_cpam,1000,twitter-unique-undir,PageRank,6,0.000261,9.222754
run_vector_cpam,1000,twitter-unique-undir,PageRank,7,0.000216,9.864066
run_vector_cpam,1000,twitter-unique-undir,PageRank,8,0.000244,9.989165
run_vector_cpam,1000,twitter-unique-undir,PageRank,9,0.000243,10.452595
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,0,0.000149,29.161516
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,1,0.000161,29.234744
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,2,0.000181,29.090399
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,3,0.000181,29.196841
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,4,0.0002,29.38361
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,5,0.000232,29.65971
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,6,0.000222,31.586042
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,7,0.000172,30.721387
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,8,0.000273,29.391941
run_vector_cpam,1000,twitter-unique-undir,wBFS_unweighted,9,0.000187,29.135608
run_vector_cpam,10000,cit-Patents,BFS,0,0.002377,0.010806
run_vector_cpam,10000,cit-Patents,BFS,1,0.002336,0.008633
run_vector_cpam,10000,cit-Patents,BFS,2,0.002363,0.008896
run_vector_cpam,10000,cit-Patents,BFS,3,0.00238,0.008504
run_vector_cpam,10000,cit-Patents,BFS,4,0.002398,0.008836
run_vector_cpam,10000,cit-Patents,BFS,5,0.002385,0.0084
run_vector_cpam,10000,cit-Patents,BFS,6,0.002362,0.008438
run_vector_cpam,10000,cit-Patents,BFS,7,0.002385,0.008297
run_vector_cpam,10000,cit-Patents,BFS,8,0.00242,0.008283
run_vector_cpam,10000,cit-Patents,BFS,9,0.00238,0.008771
run_vector_cpam,10000,cit-Patents,LabelPropagation,0,0.002424,0.023867
run_vector_cpam,10000,cit-Patents,LabelPropagation,1,0.00232,0.021253
run_vector_cpam,10000,cit-Patents,LabelPropagation,2,0.002319,0.021916
run_vector_cpam,10000,cit-Patents,LabelPropagation,3,0.002322,0.022806
run_vector_cpam,10000,cit-Patents,LabelPropagation,4,0.002361,0.021741
run_vector_cpam,10000,cit-Patents,LabelPropagation,5,0.002363,0.022335
run_vector_cpam,10000,cit-Patents,LabelPropagation,6,0.002302,0.0218
run_vector_cpam,10000,cit-Patents,LabelPropagation,7,0.002305,0.021942
run_vector_cpam,10000,cit-Patents,LabelPropagation,8,0.00236,0.021268
run_vector_cpam,10000,cit-Patents,LabelPropagation,9,0.002311,0.021519
run_vector_cpam,10000,cit-Patents,PageRank,0,0.002375,0.157923
run_vector_cpam,10000,cit-Patents,PageRank,1,0.002314,0.158222
run_vector_cpam,10000,cit-Patents,PageRank,2,0.002382,0.156742
run_vector_cpam,10000,cit-Patents,PageRank,3,0.002424,0.162451
run_vector_cpam,10000,cit-Patents,PageRank,4,0.002651,0.174964
run_vector_cpam,10000,cit-Patents,PageRank,5,0.002845,0.170018
run_vector_cpam,10000,cit-Patents,PageRank,6,0.00255,0.165494
run_vector_cpam,10000,cit-Patents,PageRank,7,0.002495,0.159321
run_vector_cpam,10000,cit-Patents,PageRank,8,0.002395,0.156638
run_vector_cpam,10000,cit-Patents,PageRank,9,0.002334,0.135815
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,0,0.002413,4.636657
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,1,0.002447,4.59923
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,2,0.002265,4.596569
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,3,0.002481,4.621506
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,4,0.002341,4.611287
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,5,0.002271,4.628256
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,6,0.002376,4.618536
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,7,0.002354,4.599672
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,8,0.002447,4.577123
run_vector_cpam,10000,cit-Patents,wBFS_unweighted,9,0.002413,4.575331
run_vector_cpam,10000,com-friendster,BFS,0,0.002853,1.33872
run_vector_cpam,10000,com-friendster,BFS,1,0.002334,0.982241
run_vector_cpam,10000,com-friendster,BFS,2,0.00233,0.973947
run_vector_cpam,10000,com-friendster,BFS,3,0.002346,0.971716
run_vector_cpam,10000,com-friendster,BFS,4,0.002347,0.966533
run_vector_cpam,10000,com-friendster,BFS,5,0.002355,0.970235
run_vector_cpam,10000,com-friendster,BFS,6,0.002343,0.974435
run_vector_cpam,10000,com-friendster,BFS,7,0.002574,0.98181
run_vector_cpam,10000,com-friendster,BFS,8,0.002514,0.97868
run_vector_cpam,10000,com-friendster,BFS,9,0.002472,0.991468
run_vector_cpam,10000,com-friendster,LabelPropagation,0,0.002457,6.832406
run_vector_cpam,10000,com-friendster,LabelPropagation,1,0.002568,6.522454
run_vector_cpam,10000,com-friendster,LabelPropagation,2,0.00252,6.4128
run_vector_cpam,10000,com-friendster,LabelPropagation,3,0.002655,5.841577
run_vector_cpam,10000,com-friendster,LabelPropagation,4,0.002579,5.258654
run_vector_cpam,10000,com-friendster,LabelPropagation,5,0.002567,5.426379
run_vector_cpam,10000,com-friendster,LabelPropagation,6,0.002553,5.302413
run_vector_cpam,10000,com-friendster,LabelPropagation,7,0.002535,5.137599
run_vector_cpam,10000,com-friendster,LabelPropagation,8,0.002617,5.337756
run_vector_cpam,10000,com-friendster,LabelPropagation,9,0.002536,5.264346
run_vector_cpam,10000,com-friendster,PageRank,0,0.002556,61.849939
run_vector_cpam,10000,com-friendster,PageRank,1,0.002445,70.732289
run_vector_cpam,10000,com-friendster,PageRank,2,0.002669,63.637275
run_vector_cpam,10000,com-friendster,PageRank,3,0.002596,65.697101
run_vector_cpam,10000,com-friendster,PageRank,4,0.002485,66.66062
run_vector_cpam,10000,com-friendster,PageRank,5,0.002471,67.529765
run_vector_cpam,10000,com-friendster,PageRank,6,0.002543,75.543472
run_vector_cpam,10000,com-friendster,PageRank,7,0.002549,70.032902
run_vector_cpam,10000,com-friendster,PageRank,8,0.002534,68.675255
run_vector_cpam,10000,com-friendster,PageRank,9,0.002625,33.097113
run_vector_cpam,10000,com-friendster,wBFS_unweighted,0,0.00247,45.294186
run_vector_cpam,10000,com-friendster,wBFS_unweighted,1,0.002322,45.054856
run_vector_cpam,10000,com-friendster,wBFS_unweighted,2,0.00233,45.42039
run_vector_cpam,10000,com-friendster,wBFS_unweighted,3,0.002314,44.514826
run_vector_cpam,10000,com-friendster,wBFS_unweighted,4,0.002337,44.014091
run_vector_cpam,10000,com-friendster,wBFS_unweighted,5,0.002337,44.091441
run_vector_cpam,10000,com-friendster,wBFS_unweighted,6,0.002359,48.245896
run_vector_cpam,10000,com-friendster,wBFS_unweighted,7,0.002328,43.938596
run_vector_cpam,10000,com-friendster,wBFS_unweighted,8,0.002341,43.943845
run_vector_cpam,10000,com-friendster,wBFS_unweighted,9,0.002352,43.85941
run_vector_cpam,10000,com-orkut.ungraph,BFS,0,0.002652,0.005407
run_vector_cpam,10000,com-orkut.ungraph,BFS,1,0.002278,0.004396
run_vector_cpam,10000,com-orkut.ungraph,BFS,2,0.002265,0.005666
run_vector_cpam,10000,com-orkut.ungraph,BFS,3,0.002267,0.00432
run_vector_cpam,10000,com-orkut.ungraph,BFS,4,0.002277,0.004259
run_vector_cpam,10000,com-orkut.ungraph,BFS,5,0.00225,0.004415
run_vector_cpam,10000,com-orkut.ungraph,BFS,6,0.002265,0.004982
run_vector_cpam,10000,com-orkut.ungraph,BFS,7,0.002282,0.004334
run_vector_cpam,10000,com-orkut.ungraph,BFS,8,0.002284,0.004244
run_vector_cpam,10000,com-orkut.ungraph,BFS,9,0.002273,0.005039
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,0,0.00252,0.039537
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,1,0.002557,0.040569
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,2,0.002272,0.03985
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,3,0.002446,0.039233
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,4,0.002387,0.042146
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,5,0.002666,0.040605
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,6,0.00241,0.040355
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,7,0.002526,0.041597
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,8,0.002536,0.042592
run_vector_cpam,10000,com-orkut.ungraph,LabelPropagation,9,0.002429,0.040331
run_vector_cpam,10000,com-orkut.ungraph,PageRank,0,0.002379,0.243715
run_vector_cpam,10000,com-orkut.ungraph,PageRank,1,0.002353,0.243402
run_vector_cpam,10000,com-orkut.ungraph,PageRank,2,0.002345,0.246206
run_vector_cpam,10000,com-orkut.ungraph,PageRank,3,0.00239,0.246373
run_vector_cpam,10000,com-orkut.ungraph,PageRank,4,0.002363,0.247626
run_vector_cpam,10000,com-orkut.ungraph,PageRank,5,0.002386,0.243333
run_vector_cpam,10000,com-orkut.ungraph,PageRank,6,0.002431,0.244336
run_vector_cpam,10000,com-orkut.ungraph,PageRank,7,0.002456,0.247904
run_vector_cpam,10000,com-orkut.ungraph,PageRank,8,0.002433,0.248817
run_vector_cpam,10000,com-orkut.ungraph,PageRank,9,0.002373,0.243406
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,0,0.002395,3.123114
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,1,0.002674,3.145987
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,2,0.002367,3.081982
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,3,0.002242,3.093884
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,4,0.00223,3.077114
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,5,0.002341,3.149227
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,6,0.00228,3.095458
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,7,0.00243,3.102093
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,8,0.002263,3.072915
run_vector_cpam,10000,com-orkut.ungraph,wBFS_unweighted,9,0.002255,3.078226
run_vector_cpam,10000,soc-LiveJournal1,BFS,0,0.002611,0.008106
run_vector_cpam,10000,soc-LiveJournal1,BFS,1,0.002265,0.006848
run_vector_cpam,10000,soc-LiveJournal1,BFS,2,0.002306,0.006849
run_vector_cpam,10000,soc-LiveJournal1,BFS,3,0.002289,0.006942
run_vector_cpam,10000,soc-LiveJournal1,BFS,4,0.002309,0.006915
run_vector_cpam,10000,soc-LiveJournal1,BFS,5,0.002271,0.006876
run_vector_cpam,10000,soc-LiveJournal1,BFS,6,0.002274,0.006828
run_vector_cpam,10000,soc-LiveJournal1,BFS,7,0.002292,0.00698
run_vector_cpam,10000,soc-LiveJournal1,BFS,8,0.002312,0.007263
run_vector_cpam,10000,soc-LiveJournal1,BFS,9,0.002327,0.006961
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,0,0.002333,0.025307
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,1,0.002321,0.025077
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,2,0.002349,0.025231
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,3,0.002333,0.024965
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,4,0.002278,0.02506
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,5,0.002286,0.027508
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,6,0.002272,0.025793
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,7,0.002313,0.026932
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,8,0.002306,0.025229
run_vector_cpam,10000,soc-LiveJournal1,LabelPropagation,9,0.002325,0.025431
run_vector_cpam,10000,soc-LiveJournal1,PageRank,0,0.002369,0.19317
run_vector_cpam,10000,soc-LiveJournal1,PageRank,1,0.002216,0.189695
run_vector_cpam,10000,soc-LiveJournal1,PageRank,2,0.002242,0.187011
run_vector_cpam,10000,soc-LiveJournal1,PageRank,3,0.002237,0.199468
run_vector_cpam,10000,soc-LiveJournal1,PageRank,4,0.003521,0.211373
run_vector_cpam,10000,soc-LiveJournal1,PageRank,5,0.002397,0.210938
run_vector_cpam,10000,soc-LiveJournal1,PageRank,6,0.002416,0.196365
run_vector_cpam,10000,soc-LiveJournal1,PageRank,7,0.002305,0.192625
run_vector_cpam,10000,soc-LiveJournal1,PageRank,8,0.002287,0.190173
run_vector_cpam,10000,soc-LiveJournal1,PageRank,9,0.002247,0.190787
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,0,0.00242,4.763072
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,1,0.002623,4.754125
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,2,0.002244,4.692436
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,3,0.002233,4.746119
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,4,0.002423,4.73562
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,5,0.002203,4.721487
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,6,0.002191,4.721797
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,7,0.0022,4.733117
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,8,0.002228,4.755081
run_vector_cpam,10000,soc-LiveJournal1,wBFS_unweighted,9,0.002572,4.747195
run_vector_cpam,10000,twitter-unique-undir,BFS,0,0.003196,0.039796
run_vector_cpam,10000,twitter-unique-undir,BFS,1,0.003149,0.038676
run_vector_cpam,10000,twitter-unique-undir,BFS,2,0.003109,0.038718
run_vector_cpam,10000,twitter-unique-undir,BFS,3,0.002833,0.038733
run_vector_cpam,10000,twitter-unique-undir,BFS,4,0.003386,0.039429
run_vector_cpam,10000,twitter-unique-undir,BFS,5,0.003078,0.038835
run_vector_cpam,10000,twitter-unique-undir,BFS,6,0.003525,0.038791
run_vector_cpam,10000,twitter-unique-undir,BFS,7,0.002907,0.039435
run_vector_cpam,10000,twitter-unique-undir,BFS,8,0.003225,0.038517
run_vector_cpam,10000,twitter-unique-undir,BFS,9,0.003112,0.038598
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,0,0.002899,1.195744
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,1,0.003883,1.209469
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,2,0.003454,1.228019
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,3,0.003249,1.21255
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,4,0.003605,1.147376
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,5,0.003482,1.15356
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,6,0.004313,1.140423
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,7,0.003092,1.133717
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,8,0.003625,1.160868
run_vector_cpam,10000,twitter-unique-undir,LabelPropagation,9,0.003718,1.13541
run_vector_cpam,10000,twitter-unique-undir,PageRank,0,0.003003,9.344484
run_vector_cpam,10000,twitter-unique-undir,PageRank,1,0.003299,9.349301
run_vector_cpam,10000,twitter-unique-undir,PageRank,2,0.002993,9.121405
run_vector_cpam,10000,twitter-unique-undir,PageRank,3,0.002891,9.90325
run_vector_cpam,10000,twitter-unique-undir,PageRank,4,0.003421,10.086735
run_vector_cpam,10000,twitter-unique-undir,PageRank,5,0.00362,9.93407
run_vector_cpam,10000,twitter-unique-undir,PageRank,6,0.003645,9.925071
run_vector_cpam,10000,twitter-unique-undir,PageRank,7,0.003292,9.957502
run_vector_cpam,10000,twitter-unique-undir,PageRank,8,0.003464,9.840678
run_vector_cpam,10000,twitter-unique-undir,PageRank,9,0.003315,9.863523
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,0,0.003117,29.204858
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,1,0.003276,28.268988
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,2,0.003013,28.200122
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,3,0.003099,31.297961
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,4,0.003484,31.96146
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,5,0.003116,31.496162
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,6,0.003656,33.589357
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,7,0.003146,30.626172
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,8,0.003115,29.272639
run_vector_cpam,10000,twitter-unique-undir,wBFS_unweighted,9,0.003111,31.837909
run_vector_cpam,100000,cit-Patents,BFS,0,0.004002,0.011618
run_vector_cpam,100000,cit-Patents,BFS,1,0.004013,0.009251
run_vector_cpam,100000,cit-Patents,BFS,2,0.003951,0.008446
run_vector_cpam,100000,cit-Patents,BFS,3,0.003984,0.008323
run_vector_cpam,100000,cit-Patents,BFS,4,0.004013,0.008384
run_vector_cpam,100000,cit-Patents,BFS,5,0.003981,0.008825
run_vector_cpam,100000,cit-Patents,BFS,6,0.003994,0.0089
run_vector_cpam,100000,cit-Patents,BFS,7,0.004125,0.009028
run_vector_cpam,100000,cit-Patents,BFS,8,0.004102,0.008887
run_vector_cpam,100000,cit-Patents,BFS,9,0.004022,0.008875
run_vector_cpam,100000,cit-Patents,LabelPropagation,0,0.003808,0.02719
run_vector_cpam,100000,cit-Patents,LabelPropagation,1,0.0039,0.025956
run_vector_cpam,100000,cit-Patents,LabelPropagation,2,0.00388,0.025333
run_vector_cpam,100000,cit-Patents,LabelPropagation,3,0.004036,0.025566
run_vector_cpam,100000,cit-Patents,LabelPropagation,4,0.003957,0.026131
run_vector_cpam,100000,cit-Patents,LabelPropagation,5,0.004139,0.026285
run_vector_cpam,100000,cit-Patents,LabelPropagation,6,0.004219,0.025889
run_vector_cpam,100000,cit-Patents,LabelPropagation,7,0.003976,0.026488
run_vector_cpam,100000,cit-Patents,LabelPropagation,8,0.004229,0.026619
run_vector_cpam,100000,cit-Patents,LabelPropagation,9,0.004041,0.026661
run_vector_cpam,100000,cit-Patents,PageRank,0,0.003982,0.183926
run_vector_cpam,100000,cit-Patents,PageRank,1,0.004011,0.181125
run_vector_cpam,100000,cit-Patents,PageRank,2,0.003901,0.180198
run_vector_cpam,100000,cit-Patents,PageRank,3,0.004046,0.18421
run_vector_cpam,100000,cit-Patents,PageRank,4,0.003978,0.177533
run_vector_cpam,100000,cit-Patents,PageRank,5,0.003916,0.176017
run_vector_cpam,100000,cit-Patents,PageRank,6,0.003808,0.17674
run_vector_cpam,100000,cit-Patents,PageRank,7,0.004062,0.178134
run_vector_cpam,100000,cit-Patents,PageRank,8,0.003917,0.181301
run_vector_cpam,100000,cit-Patents,PageRank,9,0.004121,0.175745
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,0,0.003742,4.684289
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,1,0.003825,4.644814
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,2,0.003726,4.629414
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,3,0.003676,4.637268
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,4,0.004035,4.659124
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,5,0.004008,4.627604
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,6,0.003887,4.655298
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,7,0.00422,4.657574
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,8,0.004291,4.611184
run_vector_cpam,100000,cit-Patents,wBFS_unweighted,9,0.00386,4.620004
run_vector_cpam,100000,com-friendster,BFS,0,0.005946,1.235032
run_vector_cpam,100000,com-friendster,BFS,1,0.004455,1.039045
