baseline,batch_size,graph,algorithm,measurement_idx,insert_time,algorithm_time
run_ppcsr,1,twitter-unique-undir,PageRank,3,4e-06,12.134639
run_ppcsr,1,twitter-unique-undir,PageRank,4,4e-06,12.027136
run_ppcsr,1,twitter-unique-undir,PageRank,5,5e-06,13.610473
run_ppcsr,1,twitter-unique-undir,PageRank,6,6e-06,12.107082
run_ppcsr,1,twitter-unique-undir,PageRank,7,7e-06,11.53639
run_ppcsr,1,twitter-unique-undir,PageRank,8,7e-06,11.483479
run_ppcsr,1,twitter-unique-undir,PageRank,9,6e-06,11.466509
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,0,1e-06,30.330847
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,1,4e-06,31.468562
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,2,4e-06,31.974449
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,3,3e-06,32.47435
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,4,3e-06,31.806611
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,5,7e-06,29.631386
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,6,3e-06,29.650283
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,7,6e-06,29.28202
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,8,7e-06,33.166516
run_ppcsr,1,twitter-unique-undir,wBFS_unweighted,9,6e-06,31.141495
run_ppcsr,10,cit-Patents,BFS,0,8e-06,0.01928
run_ppcsr,10,cit-Patents,BFS,1,1.1e-05,0.018056
run_ppcsr,10,cit-Patents,BFS,2,9e-06,0.018004
run_ppcsr,10,cit-Patents,BFS,3,1e-05,0.018017
run_ppcsr,10,cit-Patents,BFS,4,9e-06,0.018068
run_ppcsr,10,cit-Patents,BFS,5,1e-05,0.018164
run_ppcsr,10,cit-Patents,BFS,6,9e-06,0.018072
run_ppcsr,10,cit-Patents,BFS,7,9e-06,0.018058
run_ppcsr,10,cit-Patents,BFS,8,9e-06,0.018106
run_ppcsr,10,cit-Patents,BFS,9,1e-05,0.018049
run_ppcsr,10,cit-Patents,LabelPropagation,0,7e-06,0.052198
run_ppcsr,10,cit-Patents,LabelPropagation,1,1e-05,0.054636
run_ppcsr,10,cit-Patents,LabelPropagation,2,1e-05,0.053283
run_ppcsr,10,cit-Patents,LabelPropagation,3,1.1e-05,0.054222
run_ppcsr,10,cit-Patents,LabelPropagation,4,1e-05,0.053541
run_ppcsr,10,cit-Patents,LabelPropagation,5,1e-05,0.054566
run_ppcsr,10,cit-Patents,LabelPropagation,6,1.1e-05,0.053413
run_ppcsr,10,cit-Patents,LabelPropagation,7,1e-05,0.052826
run_ppcsr,10,cit-Patents,LabelPropagation,8,1e-05,0.053047
run_ppcsr,10,cit-Patents,LabelPropagation,9,1e-05,0.052184
run_ppcsr,10,cit-Patents,PageRank,0,7e-06,0.31821
run_ppcsr,10,cit-Patents,PageRank,1,1.6e-05,0.29591
run_ppcsr,10,cit-Patents,PageRank,2,1e-05,0.301679
run_ppcsr,10,cit-Patents,PageRank,3,1.1e-05,0.304485
run_ppcsr,10,cit-Patents,PageRank,4,1e-05,0.310842
run_ppcsr,10,cit-Patents,PageRank,5,1.1e-05,0.321813
run_ppcsr,10,cit-Patents,PageRank,6,1e-05,0.313673
run_ppcsr,10,cit-Patents,PageRank,7,1e-05,0.313519
run_ppcsr,10,cit-Patents,PageRank,8,1e-05,0.315199
run_ppcsr,10,cit-Patents,PageRank,9,1.1e-05,0.317928
run_ppcsr,10,cit-Patents,wBFS_unweighted,0,7e-06,5.290445
run_ppcsr,10,cit-Patents,wBFS_unweighted,1,1.1e-05,5.293795
run_ppcsr,10,cit-Patents,wBFS_unweighted,2,1.8e-05,5.17269
run_ppcsr,10,cit-Patents,wBFS_unweighted,3,2.2e-05,5.290188
run_ppcsr,10,cit-Patents,wBFS_unweighted,4,1.4e-05,5.125379
run_ppcsr,10,cit-Patents,wBFS_unweighted,5,1.8e-05,5.328355
run_ppcsr,10,cit-Patents,wBFS_unweighted,6,2.2e-05,5.049149
run_ppcsr,10,cit-Patents,wBFS_unweighted,7,2.3e-05,5.25572
run_ppcsr,10,cit-Patents,wBFS_unweighted,8,2.9e-05,5.081372
run_ppcsr,10,cit-Patents,wBFS_unweighted,9,3e-05,5.190225
run_ppcsr,10,com-orkut.ungraph,BFS,0,2.52566,0.008424
run_ppcsr,10,com-orkut.ungraph,BFS,1,9e-06,0.007311
run_ppcsr,10,com-orkut.ungraph,BFS,2,8e-06,0.007153
run_ppcsr,10,com-orkut.ungraph,BFS,3,8e-06,0.007093
run_ppcsr,10,com-orkut.ungraph,BFS,4,7e-06,0.007527
run_ppcsr,10,com-orkut.ungraph,BFS,5,9e-06,0.006995
run_ppcsr,10,com-orkut.ungraph,BFS,6,8e-06,0.007089
run_ppcsr,10,com-orkut.ungraph,BFS,7,8e-06,0.00701
run_ppcsr,10,com-orkut.ungraph,BFS,8,9e-06,0.007018
run_ppcsr,10,com-orkut.ungraph,BFS,9,8e-06,0.00697
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,0,2.414909,0.064186
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,1,1.1e-05,0.062808
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,2,1e-05,0.062938
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,3,1e-05,0.063389
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,4,1e-05,0.061855
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,5,1.2e-05,0.063069
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,6,1.1e-05,0.062108
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,7,1e-05,0.062725
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,8,1e-05,0.063504
run_ppcsr,10,com-orkut.ungraph,LabelPropagation,9,1e-05,0.062678
run_ppcsr,10,com-orkut.ungraph,PageRank,0,2.357535,0.463829
run_ppcsr,10,com-orkut.ungraph,PageRank,1,1.1e-05,0.500708
run_ppcsr,10,com-orkut.ungraph,PageRank,2,1e-05,0.494094
run_ppcsr,10,com-orkut.ungraph,PageRank,3,1.1e-05,0.496555
run_ppcsr,10,com-orkut.ungraph,PageRank,4,1.1e-05,0.528913
run_ppcsr,10,com-orkut.ungraph,PageRank,5,1e-05,0.49682
run_ppcsr,10,com-orkut.ungraph,PageRank,6,1.4e-05,0.515744
run_ppcsr,10,com-orkut.ungraph,PageRank,7,1e-05,0.530561
run_ppcsr,10,com-orkut.ungraph,PageRank,8,1e-05,0.518738
run_ppcsr,10,com-orkut.ungraph,PageRank,9,1.2e-05,0.493776
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,0,2.377974,3.633303
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,1,1.2e-05,3.589778
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,2,1.5e-05,3.545449
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,3,1.3e-05,3.583807
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,4,1.2e-05,4.580209
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,5,2.1e-05,3.927536
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,6,2.6e-05,5.557031
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,7,2.2e-05,3.529813
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,8,3.5e-05,3.543985
run_ppcsr,10,com-orkut.ungraph,wBFS_unweighted,9,3.7e-05,7.107089
run_ppcsr,10,soc-LiveJournal1,BFS,0,8e-06,0.020513
run_ppcsr,10,soc-LiveJournal1,BFS,1,1e-05,0.015668
